#CentralWav (um) 	 MinWav 	 MaxWav 	 u1 	 u2
1.2608641386 	 1.2606307864 	 1.2610974908 	 0.1397465100 	 0.2995033900
1.2603974342 	 1.2601642609 	 1.2606306076 	 0.1399041400 	 0.2993493300
1.2599310875 	 1.2596977353 	 1.2601644397 	 0.1400616200 	 0.2991954200
1.2594643831 	 1.2592311501 	 1.2596976160 	 0.1402192000 	 0.2990414300
1.2589979172 	 1.2587646246 	 1.2592312098 	 0.1403767000 	 0.2988875000
1.2585313320 	 1.2582980395 	 1.2587646245 	 0.1405342100 	 0.2987335600
1.2580647469 	 1.2578315139 	 1.2582979799 	 0.1406916300 	 0.2985797100
1.2575982809 	 1.2573649287 	 1.2578316331 	 0.1408835600 	 0.2984227300
1.2571315765 	 1.2568984032 	 1.2573647499 	 0.1411948300 	 0.2982545400
1.2566652298 	 1.2564318776 	 1.2568985820 	 0.1415900400 	 0.2980786900
1.2561985254 	 1.2559652924 	 1.2564317583 	 0.1419851000 	 0.2979029100
1.2557320595 	 1.2554987669 	 1.2559653521 	 0.1423796800 	 0.2977273500
1.2552654743 	 1.2550321818 	 1.2554987668 	 0.1427740800 	 0.2975518600
1.2547988892 	 1.2545656562 	 1.2550321222 	 0.1431682000 	 0.2973764900
1.2543324232 	 1.2540990710 	 1.2545657754 	 0.1435619400 	 0.2972013000
1.2538657188 	 1.2536324859 	 1.2540989518 	 0.1439555800 	 0.2970261500
1.2533992529 	 1.2531659007 	 1.2536326051 	 0.1443487500 	 0.2968512100
1.2529325485 	 1.2526993751 	 1.2531657219 	 0.1447418500 	 0.2966763100
1.2524662018 	 1.2522328496 	 1.2526995540 	 0.1450475200 	 0.2965653200
1.2519994974 	 1.2517662645 	 1.2522327304 	 0.1452022500 	 0.2965649800
1.2515330315 	 1.2512997389 	 1.2517663241 	 0.1452924800 	 0.2966117700
1.2510664463 	 1.2508331537 	 1.2512997389 	 0.1453826600 	 0.2966585200
1.2505998611 	 1.2503666282 	 1.2508330941 	 0.1454727700 	 0.2967052400
1.2501333952 	 1.2499000430 	 1.2503667474 	 0.1455627300 	 0.2967518900
1.2496666908 	 1.2494335174 	 1.2498998642 	 0.1456526000 	 0.2967984800
1.2492003441 	 1.2489669919 	 1.2494336963 	 0.1457423900 	 0.2968450400
1.2487336397 	 1.2485004068 	 1.2489668727 	 0.1458321600 	 0.2968915800
1.2482671738 	 1.2480338216 	 1.2485005260 	 0.1459218000 	 0.2969380600
1.2478004694 	 1.2475672364 	 1.2480337024 	 0.1460114400 	 0.2969845300
1.2473340034 	 1.2471007704 	 1.2475672363 	 0.1461865100 	 0.2968867100
1.2468675375 	 1.2466341853 	 1.2471008897 	 0.1464610300 	 0.2966213500
1.2464008331 	 1.2461676001 	 1.2466340660 	 0.1467500800 	 0.2963316500
1.2459343672 	 1.2457010150 	 1.2461677194 	 0.1470390500 	 0.2960420200
1.2454676628 	 1.2452344895 	 1.2457008361 	 0.1473282500 	 0.2957521600
1.2450013161 	 1.2447679639 	 1.2452346683 	 0.1476173100 	 0.2954624600
1.2445346117 	 1.2443013787 	 1.2447678446 	 0.1479066600 	 0.2951724500
1.2440681458 	 1.2438348532 	 1.2443014384 	 0.1481959500 	 0.2948825100
1.2436015606 	 1.2433682680 	 1.2438348532 	 0.1484853800 	 0.2945924200
1.2431349754 	 1.2429017424 	 1.2433682083 	 0.1487749000 	 0.2943022500
1.2426685095 	 1.2424351573 	 1.2429018617 	 0.1490380700 	 0.2940432600
1.2422018051 	 1.2419685722 	 1.2424350380 	 0.1491119900 	 0.2940082700
1.2417353392 	 1.2415019870 	 1.2419686914 	 0.1490238000 	 0.2941650800
1.2412686348 	 1.2410354615 	 1.2415018081 	 0.1489356100 	 0.2943218900
1.2408022881 	 1.2405689955 	 1.2410355807 	 0.1488475100 	 0.2944785400
1.2403357029 	 1.2401024103 	 1.2405689955 	 0.1487594300 	 0.2946351400
1.2398691177 	 1.2396358251 	 1.2401024103 	 0.1486714100 	 0.2947916600
1.2394025326 	 1.2391692400 	 1.2396358252 	 0.1485834300 	 0.2949480900
1.2389359474 	 1.2387027145 	 1.2391691804 	 0.1484955200 	 0.2951044000
1.2384694815 	 1.2382361293 	 1.2387028337 	 0.1484076700 	 0.2952606000
1.2380027771 	 1.2377695441 	 1.2382360101 	 0.1483198000 	 0.2954168500
1.2375363111 	 1.2373030186 	 1.2377696036 	 0.1482711200 	 0.2955285400
1.2370697260 	 1.2368364930 	 1.2373029590 	 0.1483147700 	 0.2955354100
1.2366032600 	 1.2363699674 	 1.2368365526 	 0.1484114900 	 0.2954820100
1.2361366749 	 1.2359033823 	 1.2363699675 	 0.1485081900 	 0.2954286200
1.2356700897 	 1.2354367971 	 1.2359033822 	 0.1486048600 	 0.2953752500
1.2352035046 	 1.2349702120 	 1.2354367972 	 0.1487014900 	 0.2953218900
1.2347369194 	 1.2345036865 	 1.2349701524 	 0.1487981300 	 0.2952685400
1.2342704535 	 1.2340371013 	 1.2345038057 	 0.1488946700 	 0.2952152400
1.2338037491 	 1.2335705161 	 1.2340369821 	 0.1489911900 	 0.2951619500
1.2333372831 	 1.2331039310 	 1.2335706352 	 0.1490876600 	 0.2951086900
1.2328705788 	 1.2326374054 	 1.2331037522 	 0.1491841500 	 0.2950554200
1.2324042320 	 1.2321709395 	 1.2326375245 	 0.1492495400 	 0.2949968500
1.2319376469 	 1.2317043543 	 1.2321709395 	 0.1492712700 	 0.2949307000
1.2314710617 	 1.2312377691 	 1.2317043543 	 0.1492801300 	 0.2948623100
1.2310044765 	 1.2307711839 	 1.2312377691 	 0.1492890000 	 0.2947939200
1.2305378914 	 1.2303045988 	 1.2307711840 	 0.1492978700 	 0.2947255100
1.2300713062 	 1.2298380137 	 1.2303045987 	 0.1493067400 	 0.2946570700
1.2296047211 	 1.2293714881 	 1.2298379541 	 0.1493156200 	 0.2945886200
1.2291382551 	 1.2289049030 	 1.2293716073 	 0.1493245000 	 0.2945201700
1.2286715508 	 1.2284383774 	 1.2289047242 	 0.1493333800 	 0.2944516700
1.2282052040 	 1.2279718518 	 1.2284385562 	 0.1493422600 	 0.2943832000
1.2277384996 	 1.2275052666 	 1.2279717325 	 0.1493511500 	 0.2943146300
1.2272720337 	 1.2270387411 	 1.2275053263 	 0.1495552700 	 0.2942149400
1.2268054485 	 1.2265721560 	 1.2270387410 	 0.1499545800 	 0.2940841600
1.2263388634 	 1.2261055708 	 1.2265721560 	 0.1503556600 	 0.2939531700
1.2258722782 	 1.2256389857 	 1.2261055707 	 0.1507562700 	 0.2938223400
1.2254056931 	 1.2251724601 	 1.2256389261 	 0.1511562500 	 0.2936917100
1.2249392271 	 1.2247058749 	 1.2251725793 	 0.1515555400 	 0.2935613100
1.2244725227 	 1.2242392898 	 1.2247057557 	 0.1519544700 	 0.2934310200
1.2240060568 	 1.2237727046 	 1.2242394090 	 0.1523525700 	 0.2933010100
1.2235393524 	 1.2233061790 	 1.2237725258 	 0.1527503100 	 0.2931711100
1.2230730057 	 1.2228396535 	 1.2233063579 	 0.1531472800 	 0.2930414700
1.2226063013 	 1.2223730684 	 1.2228395343 	 0.1535114600 	 0.2929188300
1.2221398354 	 1.2219065428 	 1.2223731280 	 0.1537556500 	 0.2928218000
1.2216732502 	 1.2214399576 	 1.2219065428 	 0.1539134500 	 0.2927431600
1.2212066650 	 1.2209733725 	 1.2214399575 	 0.1540711300 	 0.2926645900
1.2207400799 	 1.2205067873 	 1.2209733725 	 0.1542286700 	 0.2925860900
1.2202734947 	 1.2200402617 	 1.2205067276 	 0.1543861600 	 0.2925076100
1.2198070288 	 1.2195736766 	 1.2200403810 	 0.1545435700 	 0.2924291700
1.2193403244 	 1.2191070914 	 1.2195735573 	 0.1547009300 	 0.2923507600
1.2188738585 	 1.2186405063 	 1.2191072107 	 0.1548580900 	 0.2922724400
1.2184071541 	 1.2181739211 	 1.2186403871 	 0.1550152500 	 0.2921941300
1.2179406881 	 1.2177073359 	 1.2181740402 	 0.1551722800 	 0.2921158800
1.2174739838 	 1.2172408104 	 1.2177071572 	 0.1552727900 	 0.2920024400
1.2170076370 	 1.2167743445 	 1.2172409295 	 0.1552719600 	 0.2918259400
1.2165410519 	 1.2163077593 	 1.2167743445 	 0.1552262700 	 0.2916211300
1.2160744667 	 1.2158411741 	 1.2163077593 	 0.1551805100 	 0.2914160100
1.2156078815 	 1.2153745890 	 1.2158411740 	 0.1551346800 	 0.2912105700
1.2151412964 	 1.2149080038 	 1.2153745890 	 0.1550887800 	 0.2910048100
1.2146747112 	 1.2144414187 	 1.2149080037 	 0.1550428000 	 0.2907987000
1.2142081261 	 1.2139748931 	 1.2144413591 	 0.1549967600 	 0.2905923100
1.2137416601 	 1.2135083079 	 1.2139750123 	 0.1549506600 	 0.2903856400
1.2132749557 	 1.2130417228 	 1.2135081887 	 0.1549044600 	 0.2901785600
1.2128084898 	 1.2125751376 	 1.2130418420 	 0.1548582300 	 0.2899713000
1.2123417854 	 1.2121085524 	 1.2125750183 	 0.1548784100 	 0.2897440600
1.2118753195 	 1.2116419673 	 1.2121086717 	 0.1549774400 	 0.2894934400
1.2114086151 	 1.2111754418 	 1.2116417885 	 0.1550893000 	 0.2892387100
1.2109422684 	 1.2107089162 	 1.2111756206 	 0.1552012100 	 0.2889838500
1.2104755640 	 1.2102423311 	 1.2107087970 	 0.1553133400 	 0.2887285000
1.2100090981 	 1.2097758055 	 1.2102423907 	 0.1554255200 	 0.2884730200
1.2095425129 	 1.2093092203 	 1.2097758055 	 0.1555378700 	 0.2882171700
1.2090759277 	 1.2088426352 	 1.2093092202 	 0.1556503700 	 0.2879609700
1.2086093426 	 1.2083760500 	 1.2088426352 	 0.1557630100 	 0.2877044500
1.2081427574 	 1.2079094648 	 1.2083760500 	 0.1558757700 	 0.2874476600
1.2076761723 	 1.2074428797 	 1.2079094649 	 0.1559948700 	 0.2872031200
1.2072095871 	 1.2069763541 	 1.2074428201 	 0.1561647500 	 0.2870607100
1.2067431211 	 1.2065097689 	 1.2069764732 	 0.1563785400 	 0.2870075200
1.2062764168 	 1.2060431838 	 1.2065096498 	 0.1565921000 	 0.2869543800
1.2058099508 	 1.2055765986 	 1.2060433029 	 0.1568052500 	 0.2869013500
1.2053432465 	 1.2051100135 	 1.2055764795 	 0.1570182200 	 0.2868483600
1.2048767805 	 1.2046434880 	 1.2051100730 	 0.1572308300 	 0.2867954700
1.2044101954 	 1.2041769624 	 1.2046434284 	 0.1574431800 	 0.2867426400
1.2039437294 	 1.2037103772 	 1.2041770816 	 0.1576551300 	 0.2866899000
1.2034770250 	 1.2032437921 	 1.2037102580 	 0.1578669200 	 0.2866372100
1.2030105591 	 1.2027772069 	 1.2032439113 	 0.1580783400 	 0.2865846100
1.2025438547 	 1.2023106218 	 1.2027770877 	 0.1582575500 	 0.2864641700
1.2020773888 	 1.2018440962 	 1.2023106814 	 0.1583580200 	 0.2861769100
1.2016108036 	 1.2013775110 	 1.2018440962 	 0.1584122300 	 0.2857900200
1.2011442184 	 1.2009109259 	 1.2013775110 	 0.1584665900 	 0.2854020000
1.2006776333 	 1.2004443407 	 1.2009109259 	 0.1585211200 	 0.2850128500
1.2002110481 	 1.1999777555 	 1.2004443407 	 0.1585758000 	 0.2846225500
1.1997444630 	 1.1995111704 	 1.1999777556 	 0.1586306300 	 0.2842312500
1.1992778778 	 1.1990445852 	 1.1995111704 	 0.1586856400 	 0.2838386400
1.1988112926 	 1.1985780001 	 1.1990445852 	 0.1587408200 	 0.2834447900
1.1983447075 	 1.1981114745 	 1.1985779405 	 0.1587961600 	 0.2830498500
1.1978782415 	 1.1976448894 	 1.1981115936 	 0.1588516400 	 0.2826538400
1.1974115372 	 1.1971783042 	 1.1976447702 	 0.1589598100 	 0.2826527400
1.1969450712 	 1.1967117190 	 1.1971784234 	 0.1591430500 	 0.2832210800
1.1964783669 	 1.1962451339 	 1.1967115999 	 0.1593485200 	 0.2839619400
1.1960119009 	 1.1957785487 	 1.1962452531 	 0.1595526200 	 0.2846978300
1.1955451965 	 1.1953119636 	 1.1957784295 	 0.1597555500 	 0.2854295200
1.1950787306 	 1.1948453784 	 1.1953120828 	 0.1599571100 	 0.2861563000
1.1946120262 	 1.1943787932 	 1.1948452591 	 0.1601575400 	 0.2868789600
1.1941455603 	 1.1939122081 	 1.1943789125 	 0.1603566300 	 0.2875968300
1.1936788559 	 1.1934456229 	 1.1939120889 	 0.1605546300 	 0.2883107300
1.1932123899 	 1.1929790973 	 1.1934456824 	 0.1607512800 	 0.2890198000
1.1927458048 	 1.1925125718 	 1.1929790378 	 0.1609467800 	 0.2897247000
1.1922793388 	 1.1920459866 	 1.1925126910 	 0.1609166500 	 0.2899061800
1.1918126345 	 1.1915794015 	 1.1920458675 	 0.1606566000 	 0.2895564400
1.1913461685 	 1.1911128163 	 1.1915795207 	 0.1603893700 	 0.2891909800
1.1908794641 	 1.1906462311 	 1.1911126970 	 0.1601208800 	 0.2888238000
1.1904129982 	 1.1901797056 	 1.1906462908 	 0.1598514600 	 0.2884553300
1.1899464130 	 1.1897131204 	 1.1901797055 	 0.1595809000 	 0.2880853300
1.1894798279 	 1.1892465353 	 1.1897131205 	 0.1593092300 	 0.2877137900
1.1890132427 	 1.1887799502 	 1.1892465352 	 0.1590364000 	 0.2873406600
1.1885466576 	 1.1883133650 	 1.1887799502 	 0.1587624400 	 0.2869660000
1.1880800724 	 1.1878467798 	 1.1883133650 	 0.1584873900 	 0.2865898400
1.1876134872 	 1.1873801946 	 1.1878467797 	 0.1582832500 	 0.2862326000
1.1871469021 	 1.1869136095 	 1.1873801947 	 0.1583586400 	 0.2859540000
1.1866803169 	 1.1864470244 	 1.1869136094 	 0.1586408800 	 0.2857343800
1.1862137318 	 1.1859804392 	 1.1864470244 	 0.1589228000 	 0.2855150000
1.1857471466 	 1.1855138540 	 1.1859804392 	 0.1592044000 	 0.2852958600
1.1852805614 	 1.1850472689 	 1.1855138540 	 0.1594857700 	 0.2850769100
1.1848139763 	 1.1845806837 	 1.1850472689 	 0.1597669600 	 0.2848581000
1.1843473911 	 1.1841140986 	 1.1845806836 	 0.1600477900 	 0.2846395700
1.1838808060 	 1.1836475134 	 1.1841140986 	 0.1603283100 	 0.2844212800
1.1834142208 	 1.1831809283 	 1.1836475133 	 0.1606085800 	 0.2842031800
1.1829476357 	 1.1827143431 	 1.1831809283 	 0.1608886100 	 0.2839852800
1.1824810505 	 1.1822477579 	 1.1827143431 	 0.1609972000 	 0.2838881700
1.1820144653 	 1.1817811728 	 1.1822477578 	 0.1607904800 	 0.2840132100
1.1815478802 	 1.1813145876 	 1.1817811728 	 0.1604394300 	 0.2842399300
1.1810812950 	 1.1808480025 	 1.1813145875 	 0.1600883500 	 0.2844666800
1.1806147099 	 1.1803814173 	 1.1808480025 	 0.1597372300 	 0.2846934400
1.1801481247 	 1.1799148321 	 1.1803814173 	 0.1593860800 	 0.2849202300
1.1796815395 	 1.1794482470 	 1.1799148321 	 0.1590348600 	 0.2851470600
1.1792149544 	 1.1789816618 	 1.1794482470 	 0.1586836600 	 0.2853738800
1.1787483692 	 1.1785150767 	 1.1789816617 	 0.1583324800 	 0.2856006900
1.1782817841 	 1.1780484915 	 1.1785150767 	 0.1579812100 	 0.2858275600
1.1778151989 	 1.1775819063 	 1.1780484915 	 0.1576298600 	 0.2860544700
1.1773486137 	 1.1771153212 	 1.1775819063 	 0.1577477300 	 0.2862450400
1.1768820286 	 1.1766487360 	 1.1771153212 	 0.1584291400 	 0.2863914100
1.1764154434 	 1.1761821508 	 1.1766487360 	 0.1592062100 	 0.2865295100
1.1759488583 	 1.1757155657 	 1.1761821509 	 0.1599798800 	 0.2866670100
1.1754822731 	 1.1752489805 	 1.1757155657 	 0.1607502900 	 0.2868039200
1.1750156879 	 1.1747823953 	 1.1752489805 	 0.1615175100 	 0.2869402700
1.1745491028 	 1.1743158102 	 1.1747823954 	 0.1622814800 	 0.2870760400
1.1740825176 	 1.1738492250 	 1.1743158101 	 0.1630421700 	 0.2872112300
1.1736159325 	 1.1733826399 	 1.1738492251 	 0.1637996400 	 0.2873458500
1.1731493473 	 1.1729160547 	 1.1733826399 	 0.1645539500 	 0.2874799000
1.1726827621 	 1.1724494696 	 1.1729160546 	 0.1652458400 	 0.2875931800
1.1722161770 	 1.1719828844 	 1.1724494696 	 0.1653896000 	 0.2875196900
1.1717495918 	 1.1715162992 	 1.1719828843 	 0.1650490500 	 0.2872806300
1.1712830067 	 1.1710497141 	 1.1715162993 	 0.1647075100 	 0.2870408700
1.1708164215 	 1.1705831289 	 1.1710497141 	 0.1643649800 	 0.2868004200
1.1703498363 	 1.1701165438 	 1.1705831288 	 0.1640215300 	 0.2865593300
1.1698832512 	 1.1696499586 	 1.1701165438 	 0.1636771000 	 0.2863175500
1.1694166660 	 1.1691833734 	 1.1696499585 	 0.1633317300 	 0.2860751000
1.1689500809 	 1.1687167287 	 1.1691834331 	 0.1629853900 	 0.2858319900
1.1684833765 	 1.1682501436 	 1.1687166095 	 0.1626380000 	 0.2855881200
1.1680169106 	 1.1677835584 	 1.1682502628 	 0.1622898100 	 0.2853437000
1.1675502062 	 1.1673169136 	 1.1677834988 	 0.1620828100 	 0.2851144500
1.1670836210 	 1.1668503285 	 1.1673169136 	 0.1622372700 	 0.2849255600
1.1666170359 	 1.1663837433 	 1.1668503285 	 0.1626104300 	 0.2847612500
1.1661504507 	 1.1659170985 	 1.1663838029 	 0.1629835600 	 0.2845969600
1.1656837463 	 1.1654505134 	 1.1659169793 	 0.1633567500 	 0.2844326500
1.1652172804 	 1.1649839878 	 1.1654505730 	 0.1637296700 	 0.2842684500
1.1647506952 	 1.1645174027 	 1.1649839878 	 0.1641026600 	 0.2841042300
1.1642841101 	 1.1640507579 	 1.1645174623 	 0.1644755800 	 0.2839400300
1.1638174057 	 1.1635841728 	 1.1640506387 	 0.1648485400 	 0.2837758100
1.1633509398 	 1.1631175876 	 1.1635842920 	 0.1652212700 	 0.2836117000
1.1628842354 	 1.1626510024 	 1.1631174684 	 0.1655941400 	 0.2834475300
1.1624177694 	 1.1621844172 	 1.1626511216 	 0.1660266700 	 0.2832987000
1.1619510651 	 1.1617177725 	 1.1621843577 	 0.1665468100 	 0.2831723900
1.1614844799 	 1.1612511873 	 1.1617177725 	 0.1670939300 	 0.2830536400
1.1610178947 	 1.1607846021 	 1.1612511872 	 0.1676397100 	 0.2829351800
1.1605513096 	 1.1603180170 	 1.1607846022 	 0.1681841800 	 0.2828170100
1.1600847244 	 1.1598514318 	 1.1603180170 	 0.1687273500 	 0.2826991200
1.1596181393 	 1.1593848467 	 1.1598514319 	 0.1692692300 	 0.2825815100
1.1591515541 	 1.1589182615 	 1.1593848467 	 0.1698098100 	 0.2824641800
1.1586849689 	 1.1584516763 	 1.1589182614 	 0.1703491300 	 0.2823471200
1.1582183838 	 1.1579850316 	 1.1584517360 	 0.1708871200 	 0.2822303500
1.1577516794 	 1.1575183869 	 1.1579849719 	 0.1714239800 	 0.2821138300
1.1572850943 	 1.1570518017 	 1.1575183869 	 0.1717960300 	 0.2820653600
1.1568185091 	 1.1565852165 	 1.1570518017 	 0.1719987300 	 0.2820869300
1.1563519239 	 1.1561186314 	 1.1565852164 	 0.1721944800 	 0.2821112200
1.1558853388 	 1.1556520462 	 1.1561186314 	 0.1723899500 	 0.2821354700
1.1554187536 	 1.1551854015 	 1.1556521057 	 0.1725851300 	 0.2821596900
1.1549520493 	 1.1547188163 	 1.1551852823 	 0.1727800800 	 0.2821838800
1.1544855833 	 1.1542522311 	 1.1547189355 	 0.1729746400 	 0.2822080200
1.1540188789 	 1.1537855864 	 1.1542521715 	 0.1731690200 	 0.2822321400
1.1535522938 	 1.1533190012 	 1.1537855864 	 0.1733630700 	 0.2822562200
1.1530857086 	 1.1528524160 	 1.1533190012 	 0.1735568300 	 0.2822802600
1.1526191235 	 1.1523858309 	 1.1528524161 	 0.1737052500 	 0.2823325400
1.1521525383 	 1.1519192457 	 1.1523858309 	 0.1736697800 	 0.2825000400
1.1516859531 	 1.1514526009 	 1.1519193053 	 0.1734964000 	 0.2827539800
1.1512192488 	 1.1509859562 	 1.1514525414 	 0.1733230600 	 0.2830078800
1.1507526636 	 1.1505193710 	 1.1509859561 	 0.1731498200 	 0.2832616200
1.1502860785 	 1.1500527263 	 1.1505194307 	 0.1729766700 	 0.2835152400
1.1498193741 	 1.1495861411 	 1.1500526071 	 0.1728036000 	 0.2837687400
1.1493529081 	 1.1491195560 	 1.1495862602 	 0.1726306500 	 0.2840220700
1.1488862038 	 1.1486529708 	 1.1491194368 	 0.1724576700 	 0.2842754200
1.1484197378 	 1.1481863856 	 1.1486530900 	 0.1722848600 	 0.2845285400
1.1479530334 	 1.1477197408 	 1.1481863260 	 0.1721120200 	 0.2847817100
1.1474864483 	 1.1472531557 	 1.1477197409 	 0.1719581500 	 0.2848729700
1.1470198631 	 1.1467865705 	 1.1472531557 	 0.1718396200 	 0.2846593200
1.1465532780 	 1.1463199854 	 1.1467865706 	 0.1717374400 	 0.2843015800
1.1460866928 	 1.1458533406 	 1.1463200450 	 0.1716349300 	 0.2839427000
1.1456199884 	 1.1453866959 	 1.1458532809 	 0.1715320700 	 0.2835826100
1.1451534033 	 1.1449200511 	 1.1453867555 	 0.1714289100 	 0.2832214600
1.1446866989 	 1.1444534659 	 1.1449199318 	 0.1713253900 	 0.2828590500
1.1442202330 	 1.1439868808 	 1.1444535852 	 0.1712216100 	 0.2824957100
1.1437535286 	 1.1435202360 	 1.1439868212 	 0.1711174400 	 0.2821310200
1.1432869434 	 1.1430536508 	 1.1435202359 	 0.1710129700 	 0.2817652800
1.1428203583 	 1.1425870657 	 1.1430536509 	 0.1709081700 	 0.2813983800
1.1423537731 	 1.1421204806 	 1.1425870656 	 0.1709668200 	 0.2811989200
1.1418871880 	 1.1416538954 	 1.1421204806 	 0.1712254000 	 0.2812053400
1.1414206028 	 1.1411872506 	 1.1416539550 	 0.1715206900 	 0.2812500600
1.1409538984 	 1.1407206058 	 1.1411871909 	 0.1718154700 	 0.2812947100
1.1404873133 	 1.1402540207 	 1.1407206059 	 0.1721095900 	 0.2813392600
1.1400207281 	 1.1397873759 	 1.1402540803 	 0.1724031000 	 0.2813837100
1.1395540237 	 1.1393207908 	 1.1397872567 	 0.1726961100 	 0.2814280900
1.1390875578 	 1.1388542056 	 1.1393209100 	 0.1729883900 	 0.2814723600
1.1386208534 	 1.1383875609 	 1.1388541460 	 0.1732802600 	 0.2815165700
1.1381542683 	 1.1379209757 	 1.1383875609 	 0.1735714400 	 0.2815606700
1.1376876831 	 1.1374543309 	 1.1379210353 	 0.1738411100 	 0.2815995700
1.1372209787 	 1.1369876862 	 1.1374542712 	 0.1738966100 	 0.2815861400
1.1367543936 	 1.1365210414 	 1.1369877458 	 0.1737603300 	 0.2815258400
1.1362876892 	 1.1360544562 	 1.1365209221 	 0.1736239600 	 0.2814654900
1.1358212233 	 1.1355878711 	 1.1360545755 	 0.1734876100 	 0.2814051600
1.1353545189 	 1.1351212263 	 1.1355878115 	 0.1733511400 	 0.2813447600
1.1348879337 	 1.1346546412 	 1.1351212262 	 0.1732146400 	 0.2812843600
1.1344213486 	 1.1341880560 	 1.1346546412 	 0.1730781000 	 0.2812239400
1.1339547634 	 1.1337214112 	 1.1341881156 	 0.1729415000 	 0.2811635000
1.1334880590 	 1.1332547664 	 1.1337213515 	 0.1728048200 	 0.2811030100
1.1330214739 	 1.1327881813 	 1.1332547665 	 0.1726681100 	 0.2810425200
1.1325548887 	 1.1323215366 	 1.1327882409 	 0.1725630600 	 0.2809801400
1.1320881844 	 1.1318548918 	 1.1323214770 	 0.1725406700 	 0.2809128800
1.1316215992 	 1.1313883066 	 1.1318548918 	 0.1725691700 	 0.2808426100
1.1311550140 	 1.1309217215 	 1.1313883066 	 0.1725976900 	 0.2807723000
1.1306884289 	 1.1304550767 	 1.1309217811 	 0.1726262200 	 0.2807019500
1.1302217245 	 1.1299884319 	 1.1304550171 	 0.1726547800 	 0.2806315400
1.1297551394 	 1.1295218468 	 1.1299884320 	 0.1726833500 	 0.2805611100
1.1292885542 	 1.1290552020 	 1.1295219064 	 0.1727119300 	 0.2804906500
1.1288218498 	 1.1285885572 	 1.1290551423 	 0.1727405300 	 0.2804201200
1.1283552647 	 1.1281219721 	 1.1285885573 	 0.1727691500 	 0.2803495800
1.1278886795 	 1.1276553869 	 1.1281219721 	 0.1727977800 	 0.2802789900
1.1274220943 	 1.1271887421 	 1.1276554465 	 0.1730453500 	 0.2802455600
1.1269553900 	 1.1267220378 	 1.1271887422 	 0.1736186200 	 0.2802676000
1.1264886856 	 1.1262554526 	 1.1267219185 	 0.1742980400 	 0.2803079400
1.1260222197 	 1.1257888675 	 1.1262555719 	 0.1749746800 	 0.2803481200
1.1255555153 	 1.1253222227 	 1.1257888079 	 0.1756492600 	 0.2803881800
1.1250889301 	 1.1248556376 	 1.1253222226 	 0.1763213300 	 0.2804280800
1.1246223450 	 1.1243889928 	 1.1248556972 	 0.1769910600 	 0.2804678500
1.1241556406 	 1.1239223480 	 1.1243889332 	 0.1776585700 	 0.2805074800
1.1236890554 	 1.1234557033 	 1.1239224076 	 0.1783235300 	 0.2805469700
1.1232223511 	 1.1229891181 	 1.1234555841 	 0.1789863700 	 0.2805863300
1.1227558851 	 1.1225225329 	 1.1229892373 	 0.1796466300 	 0.2806255300
1.1222891808 	 1.1220558882 	 1.1225224734 	 0.1800007800 	 0.2805825400
1.1218225956 	 1.1215892434 	 1.1220559478 	 0.1800366900 	 0.2804537400
1.1213558912 	 1.1211225986 	 1.1215891837 	 0.1800573200 	 0.2803206800
1.1208893061 	 1.1206559539 	 1.1211226583 	 0.1800779500 	 0.2801875500
1.1204226017 	 1.1201893091 	 1.1206558943 	 0.1800986100 	 0.2800542800
1.1199560165 	 1.1197227240 	 1.1201893090 	 0.1801192800 	 0.2799209400
1.1194894314 	 1.1192560792 	 1.1197227836 	 0.1801399600 	 0.2797875000
1.1190227270 	 1.1187894345 	 1.1192560196 	 0.1801606600 	 0.2796539200
1.1185561419 	 1.1183228493 	 1.1187894345 	 0.1801813800 	 0.2795202800
1.1180895567 	 1.1178562045 	 1.1183229089 	 0.1802021100 	 0.2793865400
1.1176228523 	 1.1173895598 	 1.1178561448 	 0.1802307400 	 0.2792745800
1.1171562672 	 1.1169229150 	 1.1173896194 	 0.1802925900 	 0.2792551100
1.1166895628 	 1.1164562702 	 1.1169228554 	 0.1803796400 	 0.2793058800
1.1162229776 	 1.1159896850 	 1.1164562701 	 0.1804665900 	 0.2793565900
1.1157563925 	 1.1155230403 	 1.1159897447 	 0.1805534600 	 0.2794072500
1.1152896881 	 1.1150563955 	 1.1155229806 	 0.1806402900 	 0.2794578900
1.1148231030 	 1.1145898104 	 1.1150563956 	 0.1807270100 	 0.2795084700
1.1143565178 	 1.1141231656 	 1.1145898700 	 0.1808136700 	 0.2795590100
1.1138898134 	 1.1136565208 	 1.1141231060 	 0.1809002700 	 0.2796095200
1.1134232283 	 1.1131898761 	 1.1136565805 	 0.1809867800 	 0.2796599800
1.1129565239 	 1.1127232313 	 1.1131898165 	 0.1810732400 	 0.2797104000
1.1124899387 	 1.1122565866 	 1.1127232908 	 0.1811781500 	 0.2797710200
1.1120232344 	 1.1117899418 	 1.1122565270 	 0.1813184100 	 0.2798511500
1.1115566492 	 1.1113233566 	 1.1117899418 	 0.1814753500 	 0.2799405000
1.1110900640 	 1.1108567118 	 1.1113234162 	 0.1816321200 	 0.2800297500
1.1106233597 	 1.1103900671 	 1.1108566523 	 0.1817887500 	 0.2801189200
1.1101567745 	 1.1099234223 	 1.1103901266 	 0.1819451500 	 0.2802079700
