#CentralWav (um) 	 MinWav 	 MaxWav 	 u1 	 u2
1.3103187084 	 1.3100854158 	 1.3105520010 	 0.1295799400 	 0.3044413400
1.3098521233 	 1.3096188903 	 1.3100853563 	 0.1298025000 	 0.3045754500
1.3093856573 	 1.3091523051 	 1.3096190095 	 0.1300244300 	 0.3047091600
1.3089189529 	 1.3086857199 	 1.3091521858 	 0.1302458500 	 0.3048425700
1.3084524870 	 1.3082191944 	 1.3086857796 	 0.1304666900 	 0.3049756300
1.3079859018 	 1.3077526689 	 1.3082191348 	 0.1306871300 	 0.3051084500
1.3075194359 	 1.3072861433 	 1.3077527285 	 0.1308962800 	 0.3051494700
1.3070528507 	 1.3068195581 	 1.3072861433 	 0.1310819100 	 0.3049906500
1.3065862656 	 1.3063529730 	 1.3068195582 	 0.1312550100 	 0.3047232600
1.3061196804 	 1.3058863878 	 1.3063529730 	 0.1314282000 	 0.3044557300
1.3056530952 	 1.3054198622 	 1.3058863281 	 0.1316015500 	 0.3041879600
1.3051866293 	 1.3049532771 	 1.3054199815 	 0.1317750100 	 0.3039200300
1.3047199249 	 1.3044867516 	 1.3049530982 	 0.1319486300 	 0.3036518400
1.3042535782 	 1.3040202260 	 1.3044869304 	 0.1321223700 	 0.3033834700
1.3037868738 	 1.3035536408 	 1.3040201067 	 0.1322965000 	 0.3031144900
1.3033204079 	 1.3030871153 	 1.3035537005 	 0.1324706000 	 0.3028455600
1.3028538227 	 1.3026205301 	 1.3030871153 	 0.1326449100 	 0.3025763100
1.3023872375 	 1.3021540045 	 1.3026204704 	 0.1326214600 	 0.3025931000
1.3019207716 	 1.3016874194 	 1.3021541238 	 0.1323315600 	 0.3029952900
1.3014540672 	 1.3012208939 	 1.3016872405 	 0.1319731800 	 0.3034965800
1.3009877205 	 1.3007543683 	 1.3012210727 	 0.1316156000 	 0.3039967300
1.3005210161 	 1.3002877831 	 1.3007542490 	 0.1312582800 	 0.3044965200
1.3000545502 	 1.2998212576 	 1.3002878428 	 0.1309017600 	 0.3049951900
1.2995879650 	 1.2993546725 	 1.2998212575 	 0.1305457400 	 0.3054931600
1.2991213799 	 1.2988881469 	 1.2993546129 	 0.1301901300 	 0.3059905700
1.2986549139 	 1.2984215617 	 1.2988882661 	 0.1298351500 	 0.3064870900
1.2981882095 	 1.2979549766 	 1.2984214425 	 0.1294804800 	 0.3069831600
1.2977217436 	 1.2974884510 	 1.2979550362 	 0.1291310000 	 0.3074712800
1.2972551584 	 1.2970219254 	 1.2974883913 	 0.1289699400 	 0.3076672300
1.2967886925 	 1.2965553999 	 1.2970219851 	 0.1289920200 	 0.3075791000
1.2963221073 	 1.2960888148 	 1.2965553998 	 0.1290141400 	 0.3074908300
1.2958555222 	 1.2956222892 	 1.2960887552 	 0.1290363000 	 0.3074024300
1.2953890562 	 1.2951557040 	 1.2956224084 	 0.1290584500 	 0.3073140100
1.2949223518 	 1.2946891189 	 1.2951555848 	 0.1290806400 	 0.3072254800
1.2944558859 	 1.2942225337 	 1.2946892381 	 0.1291028300 	 0.3071369200
1.2939891815 	 1.2937560081 	 1.2942223549 	 0.1291250500 	 0.3070482700
1.2935228348 	 1.2932894826 	 1.2937561870 	 0.1291472700 	 0.3069596000
1.2930561304 	 1.2928228975 	 1.2932893633 	 0.1291695400 	 0.3068707400
1.2925896645 	 1.2923563719 	 1.2928229571 	 0.1290091200 	 0.3069360100
1.2921230793 	 1.2918897867 	 1.2923563719 	 0.1282550100 	 0.3075022300
1.2916564941 	 1.2914232612 	 1.2918897271 	 0.1270897700 	 0.3084153400
1.2911900282 	 1.2909566760 	 1.2914233804 	 0.1259242300 	 0.3093287000
1.2907233238 	 1.2904901504 	 1.2909564972 	 0.1247575000 	 0.3102429800
1.2902569771 	 1.2900236845 	 1.2904902697 	 0.1235910800 	 0.3111570300
1.2897903919 	 1.2895570993 	 1.2900236844 	 0.1224234800 	 0.3120720000
1.2893238068 	 1.2890905142 	 1.2895570994 	 0.1212552900 	 0.3129874200
1.2888572216 	 1.2886239290 	 1.2890905142 	 0.1200865200 	 0.3139033100
1.2883906364 	 1.2881574034 	 1.2886238693 	 0.1189171600 	 0.3148196600
1.2879241705 	 1.2876908183 	 1.2881575227 	 0.1177470100 	 0.3157366200
1.2874574661 	 1.2872242927 	 1.2876906395 	 0.1152795700 	 0.3167932800
1.2869911194 	 1.2867577672 	 1.2872244716 	 0.1105895800 	 0.3180935200
1.2865244150 	 1.2862911821 	 1.2867576480 	 0.1049204600 	 0.3195108500
1.2860579491 	 1.2858246565 	 1.2862912417 	 0.0991688300 	 0.3209488100
1.2855913639 	 1.2853580713 	 1.2858246565 	 0.0933306400 	 0.3224084100
1.2851247787 	 1.2848915457 	 1.2853580116 	 0.0874094800 	 0.3238887600
1.2846583128 	 1.2844249606 	 1.2848916650 	 0.0814039100 	 0.3253902000
1.2841916084 	 1.2839584350 	 1.2844247817 	 0.0753022000 	 0.3269156900
1.2837252617 	 1.2834919095 	 1.2839586139 	 0.0691101200 	 0.3284637700
1.2832585573 	 1.2830253243 	 1.2834917903 	 0.0628226700 	 0.3300356900
1.2827920914 	 1.2825587988 	 1.2830253840 	 0.0564458400 	 0.3316299500
1.2823255062 	 1.2820922136 	 1.2825587988 	 0.0554486200 	 0.3320523500
1.2818589211 	 1.2816256881 	 1.2820921541 	 0.0606415700 	 0.3311212900
1.2813924551 	 1.2811591029 	 1.2816258073 	 0.0665180300 	 0.3300374700
1.2809257507 	 1.2806925773 	 1.2811589240 	 0.0723010400 	 0.3289708700
1.2804594040 	 1.2802260518 	 1.2806927562 	 0.0779861600 	 0.3279223400
1.2799926996 	 1.2797594666 	 1.2802259325 	 0.0835843000 	 0.3268898400
1.2795262337 	 1.2792929411 	 1.2797595263 	 0.0890905400 	 0.3258742900
1.2790596485 	 1.2788263559 	 1.2792929411 	 0.0945113200 	 0.3248745100
1.2785930634 	 1.2783598304 	 1.2788262964 	 0.0998472000 	 0.3238903800
1.2781265974 	 1.2778932452 	 1.2783599496 	 0.1050994100 	 0.3229216900
1.2776598930 	 1.2774267196 	 1.2778930663 	 0.1100234900 	 0.3219324200
1.2771935463 	 1.2769601941 	 1.2774268985 	 0.1132952700 	 0.3207348500
1.2767268419 	 1.2764936090 	 1.2769600748 	 0.1152269900 	 0.3193541100
1.2762603760 	 1.2760270834 	 1.2764936686 	 0.1171556600 	 0.3179755500
1.2757937908 	 1.2755604982 	 1.2760270834 	 0.1190817200 	 0.3165988600
1.2753272057 	 1.2750939727 	 1.2755604387 	 0.1210047800 	 0.3152243100
1.2748607397 	 1.2746273875 	 1.2750940919 	 0.1229252600 	 0.3138516100
1.2743940353 	 1.2741608620 	 1.2746272086 	 0.1248429700 	 0.3124808900
1.2739276886 	 1.2736943364 	 1.2741610408 	 0.1267551700 	 0.3111141000
1.2734609842 	 1.2732277513 	 1.2736942172 	 0.1286662000 	 0.3097481500
1.2729945183 	 1.2727612257 	 1.2732278109 	 0.1305742300 	 0.3083843500
1.2725279331 	 1.2722946405 	 1.2727612257 	 0.1322142800 	 0.3071530500
1.2720613480 	 1.2718281150 	 1.2722945810 	 0.1332510600 	 0.3062191200
1.2715948820 	 1.2713615298 	 1.2718282342 	 0.1339522500 	 0.3054502700
1.2711281776 	 1.2708950043 	 1.2713613510 	 0.1346542400 	 0.3046805300
1.2706618309 	 1.2704284191 	 1.2708952427 	 0.1353561400 	 0.3039109000
1.2701950073 	 1.2699618340 	 1.2704281806 	 0.1360592100 	 0.3031399900
1.2697286606 	 1.2694953084 	 1.2699620128 	 0.1367620200 	 0.3023693500
1.2692619562 	 1.2690287233 	 1.2694951892 	 0.1374657900 	 0.3015976600
1.2687954903 	 1.2685622573 	 1.2690287233 	 0.1381696200 	 0.3008259100
1.2683290243 	 1.2680956721 	 1.2685623765 	 0.1388739200 	 0.3000536500
1.2678623199 	 1.2676290869 	 1.2680955528 	 0.1395793400 	 0.2992801600
1.2673958540 	 1.2671625018 	 1.2676292062 	 0.1399968300 	 0.2988339700
1.2669291496 	 1.2666959763 	 1.2671623230 	 0.1400188600 	 0.2988373200
1.2664628029 	 1.2662295103 	 1.2666960955 	 0.1399316400 	 0.2989648100
1.2659962177 	 1.2657629251 	 1.2662295103 	 0.1398444400 	 0.2990922800
1.2655296326 	 1.2652963400 	 1.2657629252 	 0.1397573100 	 0.2992196500
1.2650630474 	 1.2648297548 	 1.2652963400 	 0.1396702500 	 0.2993469200
1.2645964622 	 1.2643632292 	 1.2648296951 	 0.1395832400 	 0.2994741100
1.2641299963 	 1.2638966441 	 1.2643633485 	 0.1394963600 	 0.2996011100
1.2636632919 	 1.2634301186 	 1.2638964652 	 0.1394095100 	 0.2997280700
1.2631969452 	 1.2629635930 	 1.2634302974 	 0.1393228000 	 0.2998548300
1.2627302408 	 1.2624970078 	 1.2629634737 	 0.1392368800 	 0.2999806600
1.2622637749 	 1.2620304823 	 1.2624970675 	 0.1392736000 	 0.2999655600
1.2617971897 	 1.2615638972 	 1.2620304822 	 0.1394312800 	 0.2998114500
1.2613306046 	 1.2610973716 	 1.2615638376 	 0.1395889300 	 0.2996573900
