#CentralWav (um) 	 MinWav 	 MaxWav 	 u1 	 u2
2.6572923660 	 2.6567889452 	 2.6577957868 	 0.0538432600 	 0.2312007200
2.6562855244 	 2.6557822228 	 2.6567888261 	 0.0540152400 	 0.2314413000
2.6552789211 	 2.6547755003 	 2.6557823419 	 0.0541755800 	 0.2316355400
2.6542720795 	 2.6537686586 	 2.6547755003 	 0.0542858900 	 0.2316252200
2.6532652378 	 2.6527618170 	 2.6537686586 	 0.0543575400 	 0.2314564300
2.6522583961 	 2.6517550945 	 2.6527616977 	 0.0544291300 	 0.2312877800
2.6512517929 	 2.6507483721 	 2.6517552138 	 0.0545006400 	 0.2311192900
2.6502449512 	 2.6497416496 	 2.6507482528 	 0.0545721200 	 0.2309509000
2.6492383480 	 2.6487350464 	 2.6497416496 	 0.0546435300 	 0.2307826700
2.6482317448 	 2.6477285624 	 2.6487349273 	 0.0547148800 	 0.2306145700
2.6472253799 	 2.6467220783 	 2.6477286815 	 0.0547861600 	 0.2304466400
2.6462187767 	 2.6457154751 	 2.6467220783 	 0.0548574100 	 0.2302788000
2.6452121735 	 2.6447091103 	 2.6457152367 	 0.0547588300 	 0.2302694600
2.6442060471 	 2.6437027454 	 2.6447093487 	 0.0540735300 	 0.2308076500
2.6431994438 	 2.6426962614 	 2.6437026262 	 0.0529718200 	 0.2317343700
2.6421930790 	 2.6416898966 	 2.6426962614 	 0.0518715000 	 0.2326599300
2.6411867142 	 2.6406835318 	 2.6416898966 	 0.0507723100 	 0.2335845400
2.6401803493 	 2.6396772861 	 2.6406834125 	 0.0496742400 	 0.2345082000
2.6391742229 	 2.6386710405 	 2.6396774053 	 0.0485775600 	 0.2354307000
2.6381678581 	 2.6376647949 	 2.6386709213 	 0.0474817000 	 0.2363525100
2.6371617317 	 2.6366586685 	 2.6376647949 	 0.0463872200 	 0.2372731500
2.6361556053 	 2.6356525421 	 2.6366586685 	 0.0452938500 	 0.2381928700
2.6351494789 	 2.6346464157 	 2.6356525421 	 0.0438343300 	 0.2388618100
2.6341433525 	 2.6336404085 	 2.6346462965 	 0.0413212100 	 0.2388196600
2.6331374645 	 2.6326345205 	 2.6336404085 	 0.0381025900 	 0.2383127700
2.6321315765 	 2.6316285133 	 2.6326346397 	 0.0348538500 	 0.2378011500
2.6311254501 	 2.6306225061 	 2.6316283941 	 0.0315737700 	 0.2372845800
2.6301195621 	 2.6296166182 	 2.6306225060 	 0.0282635000 	 0.2367632600
2.6291136742 	 2.6286107302 	 2.6296166182 	 0.0249217300 	 0.2362369800
2.6281077862 	 2.6276048422 	 2.6286107302 	 0.0215479000 	 0.2357056600
2.6271018982 	 2.6265990734 	 2.6276047230 	 0.0181417400 	 0.2351692400
2.6260962486 	 2.6255934239 	 2.6265990733 	 0.0147035000 	 0.2346277600
2.6250905991 	 2.6245876551 	 2.6255935431 	 0.0126224700 	 0.2343636800
2.6240847111 	 2.6235818863 	 2.6245875359 	 0.0139144800 	 0.2347851700
2.6230790615 	 2.6225762367 	 2.6235818863 	 0.0171673800 	 0.2356032600
2.6220734119 	 2.6215705871 	 2.6225762367 	 0.0203811600 	 0.2364115200
2.6210677624 	 2.6205650568 	 2.6215704680 	 0.0235566000 	 0.2372101300
2.6200623512 	 2.6195595264 	 2.6205651759 	 0.0266935600 	 0.2379990700
2.6190567017 	 2.6185539961 	 2.6195594073 	 0.0297943000 	 0.2387789000
2.6180512905 	 2.6175484657 	 2.6185541153 	 0.0328580100 	 0.2395494100
2.6170456409 	 2.6165429354 	 2.6175483465 	 0.0358866700 	 0.2403111100
2.6160402298 	 2.6155376435 	 2.6165428161 	 0.0388794700 	 0.2410637900
2.6150350571 	 2.6145323515 	 2.6155377627 	 0.0412886500 	 0.2416192800
2.6140296459 	 2.6135269403 	 2.6145323514 	 0.0425041400 	 0.2417667700
2.6130242348 	 2.6125216484 	 2.6135268212 	 0.0430880000 	 0.2416981200
2.6120190620 	 2.6115164756 	 2.6125216484 	 0.0436700500 	 0.2416296900
2.6110138893 	 2.6105113030 	 2.6115164756 	 0.0442504300 	 0.2415614600
2.6100087166 	 2.6095061302 	 2.6105113030 	 0.0448291600 	 0.2414934200
2.6090035439 	 2.6085009575 	 2.6095061303 	 0.0454062300 	 0.2414255700
2.6079983711 	 2.6074957848 	 2.6085009574 	 0.0459816500 	 0.2413579200
2.6069931984 	 2.6064907313 	 2.6074956655 	 0.0465554400 	 0.2412904600
2.6059882641 	 2.6054859162 	 2.6064906120 	 0.0471274700 	 0.2412232100
2.6049835682 	 2.6044809819 	 2.6054861545 	 0.0476920300 	 0.2411252800
2.6039783955 	 2.6034759283 	 2.6044808627 	 0.0482446100 	 0.2409677900
2.6029734612 	 2.6024709940 	 2.6034759284 	 0.0487909000 	 0.2407817200
2.6019685268 	 2.6014660597 	 2.6024709939 	 0.0493363800 	 0.2405959200
2.6009635925 	 2.6004612445 	 2.6014659404 	 0.0498810600 	 0.2404104100
2.5999588966 	 2.5994564294 	 2.6004613638 	 0.0504248100 	 0.2402252000
2.5989539623 	 2.5984516144 	 2.5994563102 	 0.0509679000 	 0.2400402300
2.5979492664 	 2.5974469185 	 2.5984516144 	 0.0515100600 	 0.2398555600
2.5969445705 	 2.5964422225 	 2.5974469185 	 0.0520514000 	 0.2396711800
2.5959398746 	 2.5954376459 	 2.5964421033 	 0.0525919400 	 0.2394870700
2.5949354172 	 2.5944330692 	 2.5954377651 	 0.0530329900 	 0.2392865700
2.5939307213 	 2.5934283734 	 2.5944330692 	 0.0532993400 	 0.2390565300
2.5929260254 	 2.5924239158 	 2.5934281349 	 0.0534897400 	 0.2388134900
2.5919218063 	 2.5914194583 	 2.5924241543 	 0.0536801300 	 0.2385704600
2.5909171104 	 2.5904148817 	 2.5914193391 	 0.0538707100 	 0.2383271800
2.5899126530 	 2.5894104243 	 2.5904148818 	 0.0540613500 	 0.2380838400
2.5889081955 	 2.5884060859 	 2.5894103051 	 0.0542520700 	 0.2378403800
2.5879039764 	 2.5874017477 	 2.5884062051 	 0.0544428400 	 0.2375968700
2.5868995190 	 2.5863974094 	 2.5874016286 	 0.0546337500 	 0.2373531700
2.5858952999 	 2.5853931904 	 2.5863974094 	 0.0548247200 	 0.2371094100
2.5848910809 	 2.5843889714 	 2.5853931905 	 0.0547568700 	 0.2371723000
2.5838868618 	 2.5833847523 	 2.5843889714 	 0.0542648000 	 0.2377378700
2.5828826427 	 2.5823805332 	 2.5833847522 	 0.0536086700 	 0.2384979100
2.5818784237 	 2.5813764334 	 2.5823804140 	 0.0529549000 	 0.2392552000
2.5808744431 	 2.5803723335 	 2.5813765527 	 0.0523035900 	 0.2400096500
2.5798702240 	 2.5793681144 	 2.5803723335 	 0.0516544000 	 0.2407616400
2.5788660049 	 2.5783641338 	 2.5793678760 	 0.0510074900 	 0.2415109900
2.5778622627 	 2.5773601532 	 2.5783643722 	 0.0503631700 	 0.2422573300
2.5768580437 	 2.5763561726 	 2.5773599148 	 0.0497208200 	 0.2430014000
2.5758543015 	 2.5753524303 	 2.5763561727 	 0.0490810000 	 0.2437425400
2.5748505592 	 2.5743485689 	 2.5753525495 	 0.0487974100 	 0.2440151100
2.5738465786 	 2.5733447075 	 2.5743484497 	 0.0490593700 	 0.2435696200
2.5728428364 	 2.5723408460 	 2.5733448268 	 0.0495128200 	 0.2428720600
2.5718388557 	 2.5713369846 	 2.5723407268 	 0.0499665300 	 0.2421740900
2.5708351135 	 2.5703332424 	 2.5713369846 	 0.0504203000 	 0.2414760400
2.5698313713 	 2.5693296194 	 2.5703331232 	 0.0508742700 	 0.2407776800
2.5688278675 	 2.5683259964 	 2.5693297386 	 0.0513282600 	 0.2400792700
2.5678241253 	 2.5673223734 	 2.5683258772 	 0.0517825200 	 0.2393804600
2.5668206215 	 2.5663188696 	 2.5673223734 	 0.0522368600 	 0.2386815200
2.5658171177 	 2.5653152466 	 2.5663189888 	 0.0526913500 	 0.2379823600
2.5648133755 	 2.5643116236 	 2.5653151274 	 0.0529104500 	 0.2377257900
2.5638098717 	 2.5633082390 	 2.5643115044 	 0.0527864100 	 0.2381141300
2.5628066063 	 2.5623048544 	 2.5633083582 	 0.0525551500 	 0.2387036700
2.5618031025 	 2.5613013506 	 2.5623048544 	 0.0523242900 	 0.2392922400
2.5607995987 	 2.5602979660 	 2.5613012314 	 0.0520938500 	 0.2398796900
2.5597963333 	 2.5592947006 	 2.5602979660 	 0.0518639200 	 0.2404658500
2.5587930679 	 2.5582914353 	 2.5592947005 	 0.0516344400 	 0.2410508900
2.5577898026 	 2.5572881699 	 2.5582914353 	 0.0514053900 	 0.2416348200
2.5567865372 	 2.5562849045 	 2.5572881699 	 0.0511767700 	 0.2422176300
2.5557832718 	 2.5552817583 	 2.5562847853 	 0.0509486100 	 0.2427992900
2.5547802448 	 2.5542787314 	 2.5552817583 	 0.0508486900 	 0.2432467300
2.5537772179 	 2.5532755852 	 2.5542788506 	 0.0509263000 	 0.2435086200
2.5527739525 	 2.5522725582 	 2.5532753468 	 0.0510535500 	 0.2437182700
2.5517711639 	 2.5512696505 	 2.5522726773 	 0.0511805100 	 0.2439274200
2.5507681370 	 2.5502666235 	 2.5512696505 	 0.0513072500 	 0.2441362100
2.5497651100 	 2.5492635966 	 2.5502666235 	 0.0514337400 	 0.2443446100
2.5487620831 	 2.5482606888 	 2.5492634774 	 0.0515600100 	 0.2445526300
2.5477592945 	 2.5472577810 	 2.5482608080 	 0.0516859900 	 0.2447601900
2.5467562675 	 2.5462548733 	 2.5472576617 	 0.0518117700 	 0.2449674000
2.5457534790 	 2.5452522040 	 2.5462547541 	 0.0519372800 	 0.2451741900
2.5447509289 	 2.5442495346 	 2.5452523232 	 0.0519450800 	 0.2453191300
2.5437481403 	 2.5432467460 	 2.5442495346 	 0.0517962100 	 0.2453820000
2.5427453518 	 2.5422440767 	 2.5432466269 	 0.0516082000 	 0.2454241800
2.5417428017 	 2.5412414074 	 2.5422441960 	 0.0514205200 	 0.2454662900
2.5407400131 	 2.5402386189 	 2.5412414073 	 0.0512330800 	 0.2455083500
2.5397372246 	 2.5392360688 	 2.5402383804 	 0.0510459300 	 0.2455503400
2.5387349129 	 2.5382335186 	 2.5392363072 	 0.0508591700 	 0.2455922400
2.5377321243 	 2.5372309684 	 2.5382332802 	 0.0506725700 	 0.2456341100
2.5367298126 	 2.5362285375 	 2.5372310876 	 0.0504863800 	 0.2456758900
2.5357272625 	 2.5352261067 	 2.5362284183 	 0.0503004100 	 0.2457176100
2.5347249508 	 2.5342237949 	 2.5352261067 	 0.0502054600 	 0.2458008900
2.5337226391 	 2.5332214833 	 2.5342237949 	 0.0502275900 	 0.2459376800
2.5327203274 	 2.5322191715 	 2.5332214833 	 0.0502760400 	 0.2460863400
2.5317180157 	 2.5312168599 	 2.5322191715 	 0.0503244100 	 0.2462347600
2.5307157040 	 2.5302145482 	 2.5312168599 	 0.0503727000 	 0.2463829400
2.5297133923 	 2.5292123556 	 2.5302144289 	 0.0504209100 	 0.2465308700
2.5287113190 	 2.5282102824 	 2.5292123556 	 0.0504690300 	 0.2466785300
2.5277092457 	 2.5272080899 	 2.5282104015 	 0.0505170700 	 0.2468259400
2.5267069340 	 2.5262058974 	 2.5272079707 	 0.0505650400 	 0.2469731500
2.5257048607 	 2.5252038240 	 2.5262058974 	 0.0506129300 	 0.2471200800
2.5247027874 	 2.5242017508 	 2.5252038240 	 0.0506965100 	 0.2473600900
2.5237007141 	 2.5231997966 	 2.5242016315 	 0.0508248500 	 0.2477168200
2.5226988792 	 2.5221979618 	 2.5231997966 	 0.0509621500 	 0.2480969100
2.5216970444 	 2.5211961270 	 2.5221979619 	 0.0510993300 	 0.2484766700
2.5206952095 	 2.5201942921 	 2.5211961270 	 0.0512363800 	 0.2488560300
2.5196933746 	 2.5191924572 	 2.5201942920 	 0.0513733000 	 0.2492350700
2.5186915398 	 2.5181906223 	 2.5191924572 	 0.0515101000 	 0.2496137600
2.5176897049 	 2.5171887874 	 2.5181906223 	 0.0516467600 	 0.2499920800
2.5166878700 	 2.5161869526 	 2.5171887874 	 0.0517833000 	 0.2503700600
2.5156860352 	 2.5151852369 	 2.5161868334 	 0.0519197200 	 0.2507476900
2.5146844387 	 2.5141835212 	 2.5151853561 	 0.0521519000 	 0.2507233900
2.5136826038 	 2.5131819248 	 2.5141832828 	 0.0525011000 	 0.2502078000
2.5126812458 	 2.5121804476 	 2.5131820440 	 0.0528709500 	 0.2496029600
2.5116796494 	 2.5111788511 	 2.5121804477 	 0.0532400300 	 0.2489993900
2.5106780529 	 2.5101772547 	 2.5111788511 	 0.0536081800 	 0.2483973600
