#CentralWav (um) 	 MinWav 	 MaxWav 	 u1 	 u2
2.5096764565 	 2.5091757775 	 2.5101771356 	 0.0539754500 	 0.2477967400
2.5086750984 	 2.5081744194 	 2.5091757774 	 0.0543417600 	 0.2471977100
2.5076737404 	 2.5071730614 	 2.5081744194 	 0.0547071900 	 0.2466001200
2.5066723824 	 2.5061717034 	 2.5071730615 	 0.0550717100 	 0.2460040000
2.5056710243 	 2.5051703453 	 2.5061717033 	 0.0554353900 	 0.2454092700
2.5046696663 	 2.5041689873 	 2.5051703453 	 0.0555401400 	 0.2451378600
2.5036683083 	 2.5031678677 	 2.5041687489 	 0.0553341000 	 0.2452542300
2.5026674271 	 2.5021667481 	 2.5031681061 	 0.0550753800 	 0.2454364100
2.5016660690 	 2.5011655092 	 2.5021666288 	 0.0548165600 	 0.2456186500
2.5006649494 	 2.5001643896 	 2.5011655092 	 0.0545578300 	 0.2458008300
2.4996638298 	 2.4991631508 	 2.5001645088 	 0.0542991300 	 0.2459829900
2.4986624718 	 2.4981620312 	 2.4991629124 	 0.0540403900 	 0.2461651800
2.4976615906 	 2.4971611500 	 2.4981620312 	 0.0537818200 	 0.2463472500
2.4966607094 	 2.4961601496 	 2.4971612692 	 0.0535232700 	 0.2465293000
2.4956595898 	 2.4951591492 	 2.4961600304 	 0.0532646800 	 0.2467113800
2.4946587086 	 2.4941582680 	 2.4951591492 	 0.0530001800 	 0.2469851400
2.4936578274 	 2.4931573868 	 2.4941582680 	 0.0527285100 	 0.2473679400
2.4926569462 	 2.4921565056 	 2.4931573868 	 0.0524556300 	 0.2477681900
2.4916560650 	 2.4911557436 	 2.4921563864 	 0.0521827000 	 0.2481684900
2.4906554222 	 2.4901549816 	 2.4911558628 	 0.0519097800 	 0.2485687800
2.4896545410 	 2.4891541004 	 2.4901549816 	 0.0516367300 	 0.2489692700
2.4886536598 	 2.4881534576 	 2.4891538619 	 0.0513636000 	 0.2493698700
2.4876532555 	 2.4871528149 	 2.4881536961 	 0.0510905600 	 0.2497703400
2.4866523743 	 2.4861521721 	 2.4871525765 	 0.0508173000 	 0.2501711300
2.4856519699 	 2.4851517678 	 2.4861521721 	 0.0505441400 	 0.2505717800
2.4846515656 	 2.4841511250 	 2.4851520062 	 0.0503543000 	 0.2509156000
2.4836506844 	 2.4831504822 	 2.4841508866 	 0.0502627400 	 0.2511919800
2.4826502800 	 2.4821500778 	 2.4831504822 	 0.0501863500 	 0.2514572800
2.4816498756 	 2.4811496735 	 2.4821500778 	 0.0501101900 	 0.2517218000
2.4806494713 	 2.4801492691 	 2.4811496735 	 0.0500342500 	 0.2519855400
2.4796490669 	 2.4791489839 	 2.4801491498 	 0.0499585400 	 0.2522485100
2.4786489010 	 2.4781486988 	 2.4791491032 	 0.0498830600 	 0.2525106400
2.4776484966 	 2.4771484136 	 2.4781485796 	 0.0498078000 	 0.2527720400
2.4766483307 	 2.4761481285 	 2.4771485329 	 0.0497327700 	 0.2530326300
2.4756479263 	 2.4751478433 	 2.4761480093 	 0.0496579400 	 0.2532925100
2.4746477604 	 2.4741476774 	 2.4751478433 	 0.0496824600 	 0.2533737600
2.4736475945 	 2.4731476307 	 2.4741475583 	 0.0498229800 	 0.2532465700
2.4726476669 	 2.4721475840 	 2.4731477498 	 0.0499802600 	 0.2530889700
2.4716475010 	 2.4711474181 	 2.4721475840 	 0.0501372100 	 0.2529317100
2.4706473351 	 2.4701473713 	 2.4711472989 	 0.0502938000 	 0.2527748200
2.4696474075 	 2.4691474438 	 2.4701473712 	 0.0504499800 	 0.2526183300
2.4686474800 	 2.4681475162 	 2.4691474438 	 0.0506058100 	 0.2524621900
2.4676475525 	 2.4671475888 	 2.4681475162 	 0.0507612400 	 0.2523064500
2.4666476250 	 2.4661476612 	 2.4671475888 	 0.0509163200 	 0.2521510600
2.4656476974 	 2.4651477336 	 2.4661476611 	 0.0510710400 	 0.2519960400
2.4646477699 	 2.4641480445 	 2.4651474953 	 0.0512056200 	 0.2519304500
2.4636483192 	 2.4631483554 	 2.4641482830 	 0.0513168800 	 0.2519694700
2.4626483917 	 2.4621485471 	 2.4631482362 	 0.0514248200 	 0.2520239500
2.4616487026 	 2.4611488581 	 2.4621485471 	 0.0515327900 	 0.2520784500
2.4606490135 	 2.4601491689 	 2.4611488581 	 0.0516408300 	 0.2521329800
2.4596493244 	 2.4591495990 	 2.4601490498 	 0.0517489300 	 0.2521875400
2.4586498737 	 2.4581500292 	 2.4591497182 	 0.0518570600 	 0.2522421100
2.4576501846 	 2.4571504593 	 2.4581499099 	 0.0519652700 	 0.2522967300
2.4566507339 	 2.4561510086 	 2.4571504592 	 0.0520735200 	 0.2523513700
2.4556512833 	 2.4551515579 	 2.4561510087 	 0.0521818400 	 0.2524060400
2.4546518326 	 2.4541521073 	 2.4551515579 	 0.0521685500 	 0.2527228900
2.4536523819 	 2.4531526565 	 2.4541521073 	 0.0520122900 	 0.2533473500
2.4526529312 	 2.4521532059 	 2.4531526565 	 0.0518347900 	 0.2540167700
2.4516534805 	 2.4511539936 	 2.4521529674 	 0.0516578100 	 0.2546842800
2.4506545067 	 2.4501547814 	 2.4511542320 	 0.0514813900 	 0.2553496300
2.4496550560 	 2.4491553307 	 2.4501547814 	 0.0513053800 	 0.2560134600
2.4486556053 	 2.4481561184 	 2.4491550922 	 0.0511298600 	 0.2566754700
2.4476566315 	 2.4471571446 	 2.4481561185 	 0.0509548900 	 0.2573353500
2.4466576576 	 2.4461579323 	 2.4471573829 	 0.0507804200 	 0.2579933700
2.4456582069 	 2.4451587200 	 2.4461576938 	 0.0506063500 	 0.2586499100
2.4446592331 	 2.4441596270 	 2.4451588393 	 0.0505543000 	 0.2587775000
2.4436600208 	 2.4431605339 	 2.4441595077 	 0.0506465900 	 0.2582793000
2.4426610470 	 2.4421615601 	 2.4431605339 	 0.0507616500 	 0.2576824600
2.4416620731 	 2.4411627054 	 2.4421614408 	 0.0508765700 	 0.2570863300
2.4406633377 	 2.4401638508 	 2.4411628246 	 0.0509913200 	 0.2564910600
2.4396643639 	 2.4391649962 	 2.4401637317 	 0.0511059700 	 0.2558963800
2.4386656284 	 2.4381661415 	 2.4391651153 	 0.0512204400 	 0.2553025400
2.4376666546 	 2.4371672869 	 2.4381660223 	 0.0513348100 	 0.2547092900
2.4366679192 	 2.4361684323 	 2.4371674062 	 0.0514490200 	 0.2541168900
2.4356689453 	 2.4351696968 	 2.4361681938 	 0.0515631100 	 0.2535250600
2.4346704483 	 2.4341711998 	 2.4351696968 	 0.0516267700 	 0.2533573400
2.4336719513 	 2.4331724644 	 2.4341714382 	 0.0516299100 	 0.2536987300
2.4326729774 	 2.4321737289 	 2.4331722259 	 0.0516227900 	 0.2541260600
2.4316744804 	 2.4311752319 	 2.4321737289 	 0.0516156900 	 0.2545524000
2.4306759834 	 2.4301767349 	 2.4311752319 	 0.0516085900 	 0.2549779600
2.4296774864 	 2.4291782379 	 2.4301767349 	 0.0516015100 	 0.2554027300
2.4286789894 	 2.4281797409 	 2.4291782379 	 0.0515944500 	 0.2558267100
2.4276804924 	 2.4271812439 	 2.4281797409 	 0.0515873900 	 0.2562499200
2.4266819954 	 2.4261828661 	 2.4271811247 	 0.0515803500 	 0.2566723200
2.4256837368 	 2.4251844883 	 2.4261829853 	 0.0515733300 	 0.2570938600
2.4246852398 	 2.4241861105 	 2.4251843691 	 0.0515337800 	 0.2575739200
2.4236869812 	 2.4231878519 	 2.4241861105 	 0.0514544300 	 0.2581258100
2.4226887226 	 2.4221895933 	 2.4231878519 	 0.0513678000 	 0.2586905900
2.4216904640 	 2.4211913347 	 2.4221895933 	 0.0512812400 	 0.2592548800
2.4206922054 	 2.4201931953 	 2.4211912155 	 0.0511947600 	 0.2598186800
2.4196941853 	 2.4191950560 	 2.4201933146 	 0.0511083700 	 0.2603818700
2.4186959267 	 2.4181969166 	 2.4191949368 	 0.0510220400 	 0.2609447000
2.4176979065 	 2.4171988964 	 2.4181969166 	 0.0509358000 	 0.2615069100
2.4166998863 	 2.4162008762 	 2.4171988964 	 0.0508496300 	 0.2620686400
2.4157018661 	 2.4152028561 	 2.4162008762 	 0.0507635400 	 0.2626298900
2.4147038460 	 2.4142048359 	 2.4152028561 	 0.0507482400 	 0.2626874400
2.4137058258 	 2.4132070541 	 2.4142045974 	 0.0508215400 	 0.2621146700
2.4127082825 	 2.4122092724 	 2.4132072926 	 0.0509126000 	 0.2614156900
2.4117102623 	 2.4112113714 	 2.4122091532 	 0.0510034900 	 0.2607180100
2.4107124805 	 2.4102135897 	 2.4112113713 	 0.0510941500 	 0.2600221400
2.4097146988 	 2.4092158079 	 2.4102135897 	 0.0511845800 	 0.2593279500
2.4087169170 	 2.4082180262 	 2.4092158078 	 0.0512748100 	 0.2586353600
2.4077191353 	 2.4072203636 	 2.4082179070 	 0.0513648300 	 0.2579443800
2.4067215919 	 2.4062227010 	 2.4072204828 	 0.0514546100 	 0.2572552000
2.4057238102 	 2.4052250385 	 2.4062225818 	 0.0515442000 	 0.2565674900
2.4047262669 	 2.4042274952 	 2.4052250386 	 0.0515358700 	 0.2563510300
2.4037287235 	 2.4032299519 	 2.4042274951 	 0.0514016200 	 0.2567402500
2.4027311802 	 2.4022324086 	 2.4032299519 	 0.0512392000 	 0.2572652700
2.4017336369 	 2.4012349844 	 2.4022322894 	 0.0510770300 	 0.2577894500
2.4007363319 	 2.4002375602 	 2.4012351035 	 0.0509151700 	 0.2583126700
2.3997387886 	 2.3992401361 	 2.4002374411 	 0.0507535200 	 0.2588351800
2.3987414837 	 2.3982428313 	 2.3992401361 	 0.0505921700 	 0.2593567100
2.3977441788 	 2.3972455263 	 2.3982428313 	 0.0504310700 	 0.2598774600
2.3967468739 	 2.3962482214 	 2.3972455264 	 0.0502702300 	 0.2603973600
2.3957495689 	 2.3952510356 	 2.3962481021 	 0.0501096400 	 0.2609164500
2.3947525024 	 2.3942537308 	 2.3952512741 	 0.0501020300 	 0.2613699700
2.3937549591 	 2.3932564258 	 2.3942534923 	 0.0502983100 	 0.2617371700
2.3927578926 	 2.3922593594 	 2.3932564258 	 0.0505458600 	 0.2620825000
2.3917608261 	 2.3912622929 	 2.3922593594 	 0.0507934400 	 0.2624278700
2.3907637596 	 2.3902653456 	 2.3912621736 	 0.0510410400 	 0.2627732600
2.3897669315 	 2.3892683983 	 2.3902654648 	 0.0512886100 	 0.2631186200
2.3887698650 	 2.3882713318 	 2.3892683983 	 0.0515362700 	 0.2634641100
2.3877727985 	 2.3872742653 	 2.3882713318 	 0.0517839500 	 0.2638096200
2.3867757320 	 2.3862774372 	 2.3872740268 	 0.0520316700 	 0.2641551700
2.3857791424 	 2.3852806092 	 2.3862776757 	 0.0522792800 	 0.2645005900
2.3847820759 	 2.3842836619 	 2.3852804899 	 0.0523532300 	 0.2644936000
2.3837852478 	 2.3832868338 	 2.3842836619 	 0.0521857500 	 0.2639970900
2.3827884197 	 2.3822900056 	 2.3832868338 	 0.0519509800 	 0.2633645300
2.3817915916 	 2.3812932968 	 2.3822898864 	 0.0517168600 	 0.2627337400
2.3807950020 	 2.3802967071 	 2.3812932969 	 0.0514834700 	 0.2621048900
2.3797984123 	 2.3793001175 	 2.3802967071 	 0.0512507500 	 0.2614778500
2.3788018227 	 2.3783035278 	 2.3793001176 	 0.0510186800 	 0.2608525500
2.3778052330 	 2.3773069382 	 2.3783035278 	 0.0507872600 	 0.2602290200
2.3768086433 	 2.3763103485 	 2.3773069381 	 0.0505565000 	 0.2596072600
2.3758120537 	 2.3753137588 	 2.3763103486 	 0.0503263700 	 0.2589872200
2.3748154640 	 2.3743172884 	 2.3753136396 	 0.0501295600 	 0.2587883900
2.3738191128 	 2.3733208180 	 2.3743174076 	 0.0499808300 	 0.2592014200
2.3728225231 	 2.3723243475 	 2.3733206987 	 0.0498473300 	 0.2598059200
2.3718261719 	 2.3713279963 	 2.3723243475 	 0.0497141300 	 0.2604090500
2.3708298206 	 2.3703317642 	 2.3713278770 	 0.0495811900 	 0.2610110200
2.3698337078 	 2.3693354129 	 2.3703320027 	 0.0494485400 	 0.2616116600
2.3688371181 	 2.3683390617 	 2.3693351745 	 0.0493160900 	 0.2622114100
2.3678410053 	 2.3673429489 	 2.3683390617 	 0.0491839700 	 0.2628096900
2.3668448925 	 2.3663468361 	 2.3673429489 	 0.0490521000 	 0.2634067900
2.3658487797 	 2.3653507233 	 2.3663468361 	 0.0489204900 	 0.2640027100
2.3648526669 	 2.3643546104 	 2.3653507234 	 0.0489179300 	 0.2645738300
2.3638565540 	 2.3633584976 	 2.3643546104 	 0.0491140100 	 0.2651078800
2.3628604412 	 2.3623625040 	 2.3633583784 	 0.0493799600 	 0.2656289600
2.3618645668 	 2.3613665104 	 2.3623626232 	 0.0496457800 	 0.2661498100
2.3608684540 	 2.3603706360 	 2.3613662720 	 0.0499116100 	 0.2666706700
2.3598728180 	 2.3593747616 	 2.3603708744 	 0.0501772700 	 0.2671911900
2.3588767052 	 2.3583787680 	 2.3593746424 	 0.0504430000 	 0.2677118600
2.3578808308 	 2.3573828936 	 2.3583787680 	 0.0507086100 	 0.2682322800
2.3568849564 	 2.3563870192 	 2.3573828936 	 0.0509741600 	 0.2687526000
2.3558890820 	 2.3553912640 	 2.3563869000 	 0.0512396600 	 0.2692728000
2.3548934460 	 2.3543956280 	 2.3553912640 	 0.0512946000 	 0.2694699800
2.3538978100 	 2.3533999920 	 2.3543956280 	 0.0510035800 	 0.2691362600
2.3529021740 	 2.3524043560 	 2.3533999920 	 0.0505777500 	 0.2685954100
2.3519065380 	 2.3514087200 	 2.3524043560 	 0.0501531800 	 0.2680561600
2.3509109020 	 2.3504130840 	 2.3514087200 	 0.0497298900 	 0.2675185500
2.3499152660 	 2.3494174481 	 2.3504130839 	 0.0493078300 	 0.2669824900
2.3489196301 	 2.3484219313 	 2.3494173289 	 0.0488870100 	 0.2664480100
2.3479242325 	 2.3474265337 	 2.3484219313 	 0.0484675500 	 0.2659152500
2.3469288349 	 2.3464311361 	 2.3474265337 	 0.0480493200 	 0.2653840700
2.3459334373 	 2.3454357385 	 2.3464311361 	 0.0476323300 	 0.2648544500
2.3449380398 	 2.3444403410 	 2.3454357386 	 0.0473743600 	 0.2644788900
2.3439426422 	 2.3434450627 	 2.3444402217 	 0.0473972800 	 0.2643750000
2.3429474831 	 2.3424497843 	 2.3434451819 	 0.0475428600 	 0.2643897200
2.3419520855 	 2.3414543867 	 2.3424497843 	 0.0476884300 	 0.2644044500
2.3409566879 	 2.3404592275 	 2.3414541482 	 0.0478339600 	 0.2644191700
2.3399617672 	 2.3394641876 	 2.3404593468 	 0.0479793700 	 0.2644338900
2.3389666080 	 2.3384690285 	 2.3394641875 	 0.0481247700 	 0.2644486000
2.3379714489 	 2.3374738693 	 2.3384690285 	 0.0482701300 	 0.2644633000
2.3369762897 	 2.3364788294 	 2.3374737501 	 0.0484154500 	 0.2644780000
2.3359813690 	 2.3354839087 	 2.3364788294 	 0.0485606800 	 0.2644927000
2.3349864483 	 2.3344888687 	 2.3354840279 	 0.0486968700 	 0.2646932300
2.3339912891 	 2.3334939480 	 2.3344886303 	 0.0488154300 	 0.2652549700
2.3329966068 	 2.3324990272 	 2.3334941863 	 0.0489252400 	 0.2659910300
2.3320014477 	 2.3315039873 	 2.3324989081 	 0.0490349300 	 0.2667263100
2.3310065269 	 2.3305091857 	 2.3315038680 	 0.0491444400 	 0.2674603300
2.3300118446 	 2.3295145034 	 2.3305091857 	 0.0492537500 	 0.2681930800
2.3290171623 	 2.3285197019 	 2.3295146227 	 0.0493629000 	 0.2689246900
2.3280222416 	 2.3275249005 	 2.3285195827 	 0.0494719100 	 0.2696553800
2.3270275593 	 2.3265302181 	 2.3275249005 	 0.0495807300 	 0.2703847900
2.3260328770 	 2.3255354166 	 2.3265303374 	 0.0496893800 	 0.2711130900
2.3250379562 	 2.3245408535 	 2.3255350589 	 0.0497902700 	 0.2714262800
2.3240437508 	 2.3235464097 	 2.3245410920 	 0.0498744200 	 0.2708428300
2.3230490685 	 2.3225517273 	 2.3235464097 	 0.0499495700 	 0.2697788700
2.3220543861 	 2.3215571641 	 2.3225516080 	 0.0500245700 	 0.2687170600
2.3210599422 	 2.3205627203 	 2.3215571641 	 0.0500994100 	 0.2676576000
2.3200654984 	 2.3195683957 	 2.3205626012 	 0.0501741000 	 0.2666002400
2.3190712929 	 2.3185740710 	 2.3195685149 	 0.0502486200 	 0.2655452800
2.3180768490 	 2.3175796270 	 2.3185740710 	 0.0503230100 	 0.2644921500
2.3170824051 	 2.3165853024 	 2.3175795079 	 0.0503972500 	 0.2634411000
2.3160881996 	 2.3155909776 	 2.3165854216 	 0.0504713300 	 0.2623924300
2.3150937557 	 2.3145966530 	 2.3155908585 	 0.0504745600 	 0.2616715000
2.3140995502 	 2.3136024475 	 2.3145966529 	 0.0503037000 	 0.2617544900
2.3131053448 	 2.3126082421 	 2.3136024475 	 0.0500299200 	 0.2623133100
2.3121111393 	 2.3116141558 	 2.3126081228 	 0.0497566800 	 0.2628710100
2.3111171722 	 2.3106200695 	 2.3116142749 	 0.0494840400 	 0.2634274900
2.3101229668 	 2.3096259833 	 2.3106199504 	 0.0492118900 	 0.2639829700
2.3091289997 	 2.3086320162 	 2.3096259832 	 0.0489403400 	 0.2645372300
2.3081350327 	 2.3076379299 	 2.3086321354 	 0.0486693000 	 0.2650904400
2.3071408272 	 2.3066439628 	 2.3076376916 	 0.0483987500 	 0.2656426700
2.3061470985 	 2.3056502342 	 2.3066439628 	 0.0481288500 	 0.2661935500
2.3051533699 	 2.3046562671 	 2.3056504727 	 0.0479109300 	 0.2667241800
2.3041591644 	 2.3036623001 	 2.3046560287 	 0.0478418600 	 0.2671989600
2.3031654358 	 2.3026685715 	 2.3036623001 	 0.0478700100 	 0.2676370300
2.3021717072 	 2.3016748428 	 2.3026685715 	 0.0478981500 	 0.2680748500
2.3011779785 	 2.3006811142 	 2.3016748428 	 0.0479262600 	 0.2685124200
2.3001842499 	 2.2996873855 	 2.3006811143 	 0.0479543700 	 0.2689497100
2.2991905212 	 2.2986937761 	 2.2996872663 	 0.0479824500 	 0.2693867400
2.2981970310 	 2.2977001667 	 2.2986938953 	 0.0480105100 	 0.2698234300
2.2972033024 	 2.2967065573 	 2.2977000475 	 0.0480385600 	 0.2702599500
2.2962098122 	 2.2957130670 	 2.2967065573 	 0.0480665900 	 0.2706961100
2.2952163219 	 2.2947195768 	 2.2957130670 	 0.0481346100 	 0.2709096200
2.2942228317 	 2.2937260866 	 2.2947195768 	 0.0483441500 	 0.2703357100
2.2932293415 	 2.2927325964 	 2.2937260866 	 0.0486548400 	 0.2691985700
2.2922358513 	 2.2917392254 	 2.2927324772 	 0.0489650600 	 0.2680631700
2.2912425995 	 2.2907459736 	 2.2917392254 	 0.0492747100 	 0.2669298300
2.2902493477 	 2.2897526026 	 2.2907460928 	 0.0495838700 	 0.2657982700
2.2892558575 	 2.2887592316 	 2.2897524834 	 0.0498926200 	 0.2646682300
2.2882626057 	 2.2877658605 	 2.2887593508 	 0.0502008300 	 0.2635401600
2.2872691154 	 2.2867724895 	 2.2877657413 	 0.0505086200 	 0.2624136200
2.2862758636 	 2.2857794762 	 2.2867722510 	 0.0508158500 	 0.2612891300
2.2852830887 	 2.2847864628 	 2.2857797146 	 0.0510808500 	 0.2603106800
2.2842898369 	 2.2837932110 	 2.2847864628 	 0.0511520400 	 0.2600019300
2.2832965851 	 2.2828001976 	 2.2837929726 	 0.0510715000 	 0.2602175500
2.2823038101 	 2.2818073034 	 2.2828003168 	 0.0509911800 	 0.2604325800
2.2813107967 	 2.2808142900 	 2.2818073033 	 0.0509110300 	 0.2606471700
2.2803177834 	 2.2798213959 	 2.2808141709 	 0.0508310700 	 0.2608612400
2.2793250084 	 2.2788285017 	 2.2798215151 	 0.0507513000 	 0.2610747900
2.2783319950 	 2.2778354883 	 2.2788285017 	 0.0506717100 	 0.2612878800
2.2773389816 	 2.2768425942 	 2.2778353690 	 0.0505923000 	 0.2615004800
2.2763462067 	 2.2758498192 	 2.2768425942 	 0.0505130900 	 0.2617125400
2.2753534317 	 2.2748570442 	 2.2758498192 	 0.0504621800 	 0.2618968000
2.2743606567 	 2.2738642693 	 2.2748570442 	 0.0506065000 	 0.2618911400
2.2733678818 	 2.2728714943 	 2.2738642693 	 0.0509174700 	 0.2617234500
2.2723751068 	 2.2718789577 	 2.2728712559 	 0.0512281500 	 0.2615559200
2.2713828087 	 2.2708864212 	 2.2718791962 	 0.0515383800 	 0.2613886400
2.2703900337 	 2.2698936463 	 2.2708864212 	 0.0518484600 	 0.2612214300
2.2693972588 	 2.2689011097 	 2.2698934079 	 0.0521582400 	 0.2610543900
2.2684049606 	 2.2679086923 	 2.2689012288 	 0.0524675800 	 0.2608875800
2.2674124241 	 2.2669161558 	 2.2679086924 	 0.0527766900 	 0.2607208900
2.2664198875 	 2.2659237385 	 2.2669160366 	 0.0530855300 	 0.2605543600
2.2654275894 	 2.2649313212 	 2.2659238576 	 0.0533737800 	 0.2604011500
2.2644350529 	 2.2639389038 	 2.2649312020 	 0.0533699300 	 0.2604376200
2.2634427547 	 2.2629466057 	 2.2639389038 	 0.0530949300 	 0.2606501300
2.2624504566 	 2.2619543076 	 2.2629466057 	 0.0528203300 	 0.2608623300
2.2614581585 	 2.2609621287 	 2.2619541883 	 0.0525461200 	 0.2610742300
2.2604660988 	 2.2599699498 	 2.2609622479 	 0.0522723800 	 0.2612857700
2.2594738007 	 2.2589776516 	 2.2599699498 	 0.0519989500 	 0.2614970700
2.2584815025 	 2.2579855919 	 2.2589774131 	 0.0517259200 	 0.2617080700
2.2574896812 	 2.2569935322 	 2.2579858302 	 0.0514534100 	 0.2619186500
2.2564973831 	 2.2560014724 	 2.2569932938 	 0.0511811300 	 0.2621290600
2.2555055618 	 2.2550094128 	 2.2560017109 	 0.0509094000 	 0.2623390500
2.2545132637 	 2.2540173531 	 2.2550091744 	 0.0508960400 	 0.2624571700
2.2535214424 	 2.2530255318 	 2.2540173531 	 0.0511427600 	 0.2624826800
2.2525296211 	 2.2520335913 	 2.2530256509 	 0.0513913800 	 0.2625072800
2.2515375614 	 2.2510415315 	 2.2520335913 	 0.0516395700 	 0.2625318400
2.2505455017 	 2.2500495911 	 2.2510414123 	 0.0518872600 	 0.2625563400
2.2495536804 	 2.2490578889 	 2.2500494718 	 0.0521344300 	 0.2625808000
2.2485620975 	 2.2480661869 	 2.2490580081 	 0.0523810300 	 0.2626052000
2.2475702763 	 2.2470743657 	 2.2480661870 	 0.0526272000 	 0.2626295600
2.2465784550 	 2.2460826636 	 2.2470742464 	 0.0528729000 	 0.2626538700
2.2455868721 	 2.2450910806 	 2.2460826636 	 0.0531180400 	 0.2626781300
2.2445952892 	 2.2440994978 	 2.2450910806 	 0.0532306900 	 0.2627719700
2.2436037064 	 2.2431079149 	 2.2440994978 	 0.0531980600 	 0.2629421700
2.2426121235 	 2.2421163321 	 2.2431079149 	 0.0531521600 	 0.2631191400
2.2416205406 	 2.2411248684 	 2.2421162128 	 0.0531063300 	 0.2632958200
2.2406291962 	 2.2401334047 	 2.2411249876 	 0.0530605900 	 0.2634721700
2.2396376133 	 2.2391418219 	 2.2401334047 	 0.0530149200 	 0.2636482800
2.2386460304 	 2.2381503582 	 2.2391417026 	 0.0529693100 	 0.2638241200
2.2376546860 	 2.2371590137 	 2.2381503582 	 0.0529237800 	 0.2639996400
2.2366633415 	 2.2361676693 	 2.2371590137 	 0.0528783300 	 0.2641748800
2.2356719971 	 2.2351764440 	 2.2361675502 	 0.0528329500 	 0.2643498500
2.2346808910 	 2.2341853380 	 2.2351764440 	 0.0527884500 	 0.2644949500
2.2336897850 	 2.2331941128 	 2.2341854572 	 0.0527450000 	 0.2646039300
2.2326984406 	 2.2322028876 	 2.2331939937 	 0.0527017700 	 0.2647063900
2.2317073345 	 2.2312117815 	 2.2322028875 	 0.0526586200 	 0.2648086700
2.2307162285 	 2.2302206755 	 2.2312117815 	 0.0526155300 	 0.2649108000
2.2297251225 	 2.2292295695 	 2.2302206756 	 0.0525725100 	 0.2650127800
2.2287340164 	 2.2282384634 	 2.2292295694 	 0.0525295500 	 0.2651146100
2.2277429104 	 2.2272474766 	 2.2282383442 	 0.0524866500 	 0.2652162900
2.2267520428 	 2.2262566090 	 2.2272474766 	 0.0524438200 	 0.2653177900
2.2257611752 	 2.2252657413 	 2.2262566091 	 0.0524010600 	 0.2654191400
2.2247703075 	 2.2242747545 	 2.2252658605 	 0.0523375400 	 0.2654935300
2.2237792015 	 2.2232837677 	 2.2242746353 	 0.0522456800 	 0.2655312600
2.2227883339 	 2.2222930193 	 2.2232836485 	 0.0521463600 	 0.2655591300
2.2217977047 	 2.2213023901 	 2.2222930193 	 0.0520472100 	 0.2655869500
2.2208070755 	 2.2203116417 	 2.2213025093 	 0.0519482100 	 0.2656147200
2.2198162079 	 2.2193207741 	 2.2203116417 	 0.0518493200 	 0.2656424600
2.2188253403 	 2.2183301449 	 2.2193205357 	 0.0517505800 	 0.2656701600
2.2178349495 	 2.2173395157 	 2.2183303833 	 0.0516520400 	 0.2656978100
2.2168440819 	 2.2163488865 	 2.2173392773 	 0.0515535900 	 0.2657254300
2.2158536911 	 2.2153584957 	 2.2163488865 	 0.0514553400 	 0.2657530000
2.2148633003 	 2.2143679857 	 2.2153586149 	 0.0514139100 	 0.2657393500
2.2138726711 	 2.2133773565 	 2.2143679857 	 0.0514612600 	 0.2656612200
2.2128820419 	 2.2123869657 	 2.2133771180 	 0.0515407100 	 0.2655597900
2.2118918896 	 2.2113966942 	 2.2123870850 	 0.0516201000 	 0.2654584300
2.2109014988 	 2.2104063034 	 2.2113966942 	 0.0516994900 	 0.2653570700
2.2099111080 	 2.2094159126 	 2.2104063034 	 0.0517788600 	 0.2652557500
2.2089207172 	 2.2084256410 	 2.2094157933 	 0.0518582100 	 0.2651544500
2.2079305649 	 2.2074353695 	 2.2084257603 	 0.0519375200 	 0.2650532000
2.2069401741 	 2.2064450979 	 2.2074352503 	 0.0520168200 	 0.2649519600
2.2059500217 	 2.2054549456 	 2.2064450979 	 0.0520960800 	 0.2648507700
2.2049598694 	 2.2044646740 	 2.2054550648 	 0.0521189200 	 0.2649094500
2.2039694786 	 2.2034745217 	 2.2044644356 	 0.0520376100 	 0.2652630700
2.2029795647 	 2.2024846077 	 2.2034745217 	 0.0519088800 	 0.2657505900
2.2019896507 	 2.2014946937 	 2.2024846077 	 0.0517805800 	 0.2662365100
2.2009997368 	 2.2005047798 	 2.2014946938 	 0.0516526900 	 0.2667208400
2.2000098228 	 2.1995148658 	 2.2005047798 	 0.0515252200 	 0.2672036100
2.1990199089 	 2.1985249520 	 2.1995148658 	 0.0513981700 	 0.2676848100
2.1980299950 	 2.1975350380 	 2.1985249520 	 0.0512715300 	 0.2681644400
2.1970400810 	 2.1965451241 	 2.1975350379 	 0.0511452900 	 0.2686425200
2.1960501671 	 2.1955552101 	 2.1965451241 	 0.0510194700 	 0.2691190400
2.1950602531 	 2.1945654154 	 2.1955550909 	 0.0508255200 	 0.2695382000
2.1940705776 	 2.1935756206 	 2.1945655346 	 0.0504759200 	 0.2698295400
2.1930806637 	 2.1925858260 	 2.1935755014 	 0.0500387600 	 0.2700497500
2.1920909882 	 2.1915961504 	 2.1925858260 	 0.0496017100 	 0.2702699000
2.1911013126 	 2.1906065941 	 2.1915960312 	 0.0491646800 	 0.2704900500
2.1901118755 	 2.1896170377 	 2.1906067133 	 0.0487277400 	 0.2707101500
2.1891222000 	 2.1886274815 	 2.1896169186 	 0.0482906900 	 0.2709303000
2.1881327629 	 2.1876380443 	 2.1886274815 	 0.0478537400 	 0.2711504100
