# Wavelength (um) 	 Transit depth
0.2420428416 	 0.0143690880
0.2421014405 	 0.0143690035
0.2421600678 	 0.0143688958
0.2422187235 	 0.0143688065
0.2422774076 	 0.0143686979
0.2423361202 	 0.0143686227
0.2423948612 	 0.0143685112
0.2424536307 	 0.0143684411
0.2425124288 	 0.0143683390
0.2425712553 	 0.0143682933
0.2426301104 	 0.0144136438
0.2426889940 	 0.0143680763
0.2427479063 	 0.0143679831
0.2428068472 	 0.0143678837
0.2428658166 	 0.0143678235
0.2429248148 	 0.0143677196
0.2429838416 	 0.0143676610
0.2430428971 	 0.0143675972
0.2431019813 	 0.0143675336
0.2431610942 	 0.0143675332
0.2432202359 	 0.0143675656
0.2432794064 	 0.0143677804
0.2433386057 	 0.0143684917
0.2433978338 	 0.0143740479
0.2434570907 	 0.0144634340
0.2435163765 	 0.0143710963
0.2435756911 	 0.0143685674
0.2436350347 	 0.0143690776
0.2436944072 	 0.0143819177
0.2437538086 	 0.0144591522
0.2438132391 	 0.0143696086
0.2438726985 	 0.0143677583
0.2439321869 	 0.0143676640
0.2439917043 	 0.0143693275
0.2440512508 	 0.0144578026
0.2441108263 	 0.0143870243
0.2441704310 	 0.0143682697
0.2442300647 	 0.0143668825
0.2442897276 	 0.0143665643
0.2443494197 	 0.0143668478
0.2444091409 	 0.0143688277
0.2444688913 	 0.0144604086
0.2445286710 	 0.0143882430
0.2445884799 	 0.0143677645
0.2446483180 	 0.0143661124
0.2447081855 	 0.0143656203
0.2447680822 	 0.0143654874
0.2448280083 	 0.0143656425
0.2448879638 	 0.0143664214
0.2449479486 	 0.0143707549
0.2450079628 	 0.0144778379
0.2450680064 	 0.0143732974
0.2451280794 	 0.0143662320
0.2451881819 	 0.0143650529
0.2452483139 	 0.0143645832
0.2453084754 	 0.0143643626
0.2453686664 	 0.0143642909
0.2454288870 	 0.0143643318
0.2454891371 	 0.0143646238
0.2455494168 	 0.0143657526
0.2456097262 	 0.0143730693
0.2456700651 	 0.0144838382
0.2457304337 	 0.0143707393
0.2457908320 	 0.0143651969
0.2458512600 	 0.0143639525
0.2459117177 	 0.0143634715
0.2459722051 	 0.0143631856
0.2460327224 	 0.0143630169
0.2460932694 	 0.0143629110
0.2461538461 	 0.0143628472
0.2462144528 	 0.0143628425
0.2462750893 	 0.0143629742
0.2463357556 	 0.0143633820
0.2463964519 	 0.0143647807
0.2464571781 	 0.0143739546
0.2465179342 	 0.0144905926
0.2465787203 	 0.0143696699
0.2466395363 	 0.0143639824
0.2467003824 	 0.0143626495
0.2467612585 	 0.0143620794
0.2468221646 	 0.0143618134
0.2468831009 	 0.0143615918
0.2469440672 	 0.0143614415
0.2470050636 	 0.0143612975
0.2470660902 	 0.0143611815
0.2471271469 	 0.0143611177
0.2471882338 	 0.0143610310
0.2472493510 	 0.0143610254
0.2473104983 	 0.0143610427
0.2473716759 	 0.0143611812
0.2474328838 	 0.0143615621
0.2474941220 	 0.0143627680
0.2475553905 	 0.0144189815
0.2476166894 	 0.0144958582
0.2476780186 	 0.0143776894
0.2477393782 	 0.0143635048
0.2478007682 	 0.0143613321
0.2478621886 	 0.0143605356
0.2479236395 	 0.0143601193
0.2479851209 	 0.0143598551
0.2480466328 	 0.0143596525
0.2481081752 	 0.0143594812
0.2481697481 	 0.0143593569
0.2482313516 	 0.0143592300
0.2482929857 	 0.0143591178
0.2483546504 	 0.0143590102
0.2484163458 	 0.0143588917
0.2484780718 	 0.0143588222
0.2485398285 	 0.0143587117
0.2486016159 	 0.0143586429
0.2486634340 	 0.0143585826
0.2487252829 	 0.0143585312
0.2487871626 	 0.0143585283
0.2488490730 	 0.0143585722
0.2489110143 	 0.0143587187
0.2489729864 	 0.0143592463
0.2490349894 	 0.0143609861
0.2490970233 	 0.0143737459
0.2491590881 	 0.0144944882
0.2492211838 	 0.0143643923
0.2492833105 	 0.0143595934
0.2493454681 	 0.0143583623
0.2494076568 	 0.0143578049
0.2494698765 	 0.0143575233
0.2495321273 	 0.0143572904
0.2495944091 	 0.0143571214
0.2496567220 	 0.0143569626
0.2497190660 	 0.0143568548
0.2497814412 	 0.0143567247
0.2498438476 	 0.0143566130
0.2499062851 	 0.0143564805
0.2499687539 	 0.0143563943
0.2500312539 	 0.0143562906
0.2500937852 	 0.0143561928
0.2501563477 	 0.0143560997
0.2502189416 	 0.0143559883
0.2502815668 	 0.0143558894
0.2503442233 	 0.0143557898
0.2504069112 	 0.0143557252
0.2504696306 	 0.0143556171
0.2505323813 	 0.0143555323
0.2505951635 	 0.0143554625
0.2506579772 	 0.0143553848
0.2507208224 	 0.0143553268
0.2507836991 	 0.0143552580
0.2508466073 	 0.0143552546
0.2509095471 	 0.0143552643
0.2509725185 	 0.0143553557
0.2510355215 	 0.0143556124
0.2510985562 	 0.0143562497
0.2511616225 	 0.0143581213
0.2512247205 	 0.0143678869
0.2512878502 	 0.0145159930
0.2513510117 	 0.0143692849
0.2514142049 	 0.0143579607
0.2514774299 	 0.0143557492
0.2515406867 	 0.0143548553
0.2516039753 	 0.0143544012
0.2516672958 	 0.0143541213
0.2517306482 	 0.0143538712
0.2517940325 	 0.0143537127
0.2518574487 	 0.0143535587
0.2519208968 	 0.0143534107
0.2519843770 	 0.0143532981
0.2520478891 	 0.0143531604
0.2521114333 	 0.0143530543
0.2521750095 	 0.0143529466
0.2522386177 	 0.0143528354
0.2523022581 	 0.0143527345
0.2523659306 	 0.0143526203
0.2524296352 	 0.0143525202
0.2524933720 	 0.0143524152
0.2525571410 	 0.0143523080
0.2526209423 	 0.0143522154
0.2526847757 	 0.0143521177
0.2527486415 	 0.0143520136
0.2528125395 	 0.0143519175
0.2528764698 	 0.0143518196
0.2529404325 	 0.0143517156
0.2530044276 	 0.0143516158
0.2530684550 	 0.0143515233
0.2531325149 	 0.0143514277
0.2531966072 	 0.0143513389
0.2532607319 	 0.0143512412
0.2533248892 	 0.0143511356
0.2533890789 	 0.0143510594
0.2534533012 	 0.0143509663
0.2535175561 	 0.0143508859
0.2535818435 	 0.0143507996
0.2536461636 	 0.0143507151
0.2537105163 	 0.0143506446
0.2537749017 	 0.0143505689
0.2538393197 	 0.0143504959
0.2539037705 	 0.0143504747
0.2539682540 	 0.0143504342
0.2540327702 	 0.0143504450
0.2540973193 	 0.0143505303
0.2541619011 	 0.0143507372
0.2542265158 	 0.0143512015
0.2542911634 	 0.0143523885
0.2543558438 	 0.0143562925
0.2544205572 	 0.0143887904
0.2544853035 	 0.0145163672
0.2545500827 	 0.0143585370
0.2546148950 	 0.0143525514
0.2546797402 	 0.0143507634
0.2547446185 	 0.0143499781
0.2548095299 	 0.0143495143
0.2548744743 	 0.0143492090
0.2549394519 	 0.0143489787
0.2550044626 	 0.0143488262
0.2550695064 	 0.0143486316
0.2551345835 	 0.0143485207
0.2551996938 	 0.0143483714
0.2552648373 	 0.0143482385
0.2553300140 	 0.0143481440
0.2553952241 	 0.0143480265
0.2554604675 	 0.0143479122
0.2555257442 	 0.0143478048
0.2555910543 	 0.0143476866
0.2556563978 	 0.0143475919
0.2557217747 	 0.0143474785
0.2557871851 	 0.0143473813
0.2558526289 	 0.0143472707
0.2559181062 	 0.0143471633
0.2559836171 	 0.0143470854
0.2560491614 	 0.0143469786
0.2561147394 	 0.0143468819
0.2561803510 	 0.0143467775
0.2562459962 	 0.0143467311
0.2563116750 	 0.0144054039
0.2563773875 	 0.0143465029
0.2564431337 	 0.0143463726
0.2565089137 	 0.0143462644
0.2565747274 	 0.0143461726
0.2566405749 	 0.0143460710
0.2567064562 	 0.0143459780
0.2567723713 	 0.0143458613
0.2568383203 	 0.0143457699
0.2569043032 	 0.0143456781
0.2569703199 	 0.0143455757
0.2570363707 	 0.0143454654
0.2571024553 	 0.0143453909
0.2571685740 	 0.0143452759
0.2572347267 	 0.0143451825
0.2573009134 	 0.0143451107
0.2573671342 	 0.0143449712
0.2574333891 	 0.0143448777
0.2574996781 	 0.0143448096
0.2575660013 	 0.0143447152
0.2576323586 	 0.0143446077
0.2576987502 	 0.0143444952
0.2577651759 	 0.0143444040
0.2578316359 	 0.0143443181
0.2578981302 	 0.0143442067
0.2579646588 	 0.0143441366
0.2580312218 	 0.0143440303
0.2580978191 	 0.0143439548
0.2581644508 	 0.0143438493
0.2582311168 	 0.0143437568
0.2582978174 	 0.0143436938
0.2583645524 	 0.0143435817
0.2584313219 	 0.0143435060
0.2584981259 	 0.0143434449
0.2585649644 	 0.0143433502
0.2586318376 	 0.0143433025
0.2586987453 	 0.0143432155
0.2587656877 	 0.0143431798
0.2588326647 	 0.0143431520
0.2588996764 	 0.0143431375
0.2589667228 	 0.0143431884
0.2590338039 	 0.0143432989
0.2591009198 	 0.0143435200
0.2591680705 	 0.0143439702
0.2592352560 	 0.0143449517
0.2593024763 	 0.0143473391
0.2593697315 	 0.0143552027
0.2594370217 	 0.0145168773
0.2595043467 	 0.0144145113
0.2595717067 	 0.0143530859
0.2596391016 	 0.0143463732
0.2597065316 	 0.0143440864
0.2597739966 	 0.0143430082
0.2598414967 	 0.0143423977
0.2599090318 	 0.0143419948
0.2599766021 	 0.0143417026
0.2600442075 	 0.0143414451
0.2601118481 	 0.0143412658
0.2601795239 	 0.0143411009
0.2602472349 	 0.0143409564
0.2603149811 	 0.0143408195
0.2603827627 	 0.0143406833
0.2604505795 	 0.0143405596
0.2605184317 	 0.0143404378
0.2605863192 	 0.0143403317
0.2606542421 	 0.0143402024
0.2607222005 	 0.0143401085
0.2607901943 	 0.0143399751
0.2608582236 	 0.0143398768
0.2609262883 	 0.0143397680
0.2609943886 	 0.0143396783
0.2610625245 	 0.0143395654
0.2611306959 	 0.0143394625
0.2611989030 	 0.0143393619
0.2612671457 	 0.0143392516
0.2613354240 	 0.0143391482
0.2614037381 	 0.0143390514
0.2614720878 	 0.0143389355
0.2615404734 	 0.0143388428
0.2616088947 	 0.0143387394
0.2616773518 	 0.0143386316
0.2617458448 	 0.0143385459
0.2618143736 	 0.0143384573
0.2618829383 	 0.0143383274
0.2619515390 	 0.0143382501
0.2620201756 	 0.0143381327
0.2620888481 	 0.0143380477
0.2621575567 	 0.0143379295
0.2622263013 	 0.0143378526
0.2622950820 	 0.0143377336
0.2623638987 	 0.0143376463
0.2624327516 	 0.0143375367
0.2625016406 	 0.0143374358
0.2625705658 	 0.0143373434
0.2626395273 	 0.0143372438
0.2627085249 	 0.0143371353
0.2627775588 	 0.0143370454
0.2628466290 	 0.0143369416
0.2629157355 	 0.0143368335
0.2629848784 	 0.0143367333
0.2630540576 	 0.0143366418
0.2631232733 	 0.0143365466
0.2631925253 	 0.0143364492
0.2632618139 	 0.0143363325
0.2633311389 	 0.0143362398
0.2634005005 	 0.0143361358
0.2634698986 	 0.0143360291
0.2635393333 	 0.0143359514
0.2636088045 	 0.0143358440
0.2636783125 	 0.0143357300
0.2637478570 	 0.0143356420
0.2638174383 	 0.0143355469
0.2638870563 	 0.0143354453
0.2639567111 	 0.0143353498
0.2640264026 	 0.0143352576
0.2640961310 	 0.0143351409
0.2641658962 	 0.0143350659
0.2642356982 	 0.0143349629
0.2643055372 	 0.0143348490
0.2643754131 	 0.0143347608
0.2644453259 	 0.0143346628
0.2645152758 	 0.0143345415
0.2645852626 	 0.0143344592
0.2646552865 	 0.0143343511
0.2647253474 	 0.0143342760
0.2647954455 	 0.0143341642
0.2648655807 	 0.0143340573
0.2649357531 	 0.0143339883
0.2650059626 	 0.0143338694
0.2650762094 	 0.0143337778
0.2651464934 	 0.0143336830
0.2652168147 	 0.0143335916
0.2652871734 	 0.0143334774
0.2653575693 	 0.0143333774
0.2654280026 	 0.0143333082
0.2654984734 	 0.0143331878
0.2655689815 	 0.0143330993
0.2656395272 	 0.0143330016
0.2657101103 	 0.0143328955
0.2657807309 	 0.0143328007
0.2658513891 	 0.0143327235
0.2659220848 	 0.0143326273
0.2659928182 	 0.0143325199
0.2660635892 	 0.0143324432
0.2661343979 	 0.0143323200
0.2662052442 	 0.0143322642
0.2662761283 	 0.0143321586
0.2663470502 	 0.0143320492
0.2664180099 	 0.0143319932
0.2664890073 	 0.0143318923
0.2665600426 	 0.0143317900
0.2666311158 	 0.0143317238
0.2667022270 	 0.0143316395
0.2667733760 	 0.0143315443
0.2668445630 	 0.0143314970
0.2669157881 	 0.0143314104
0.2669870511 	 0.0143313481
0.2670583523 	 0.0143312779
0.2671296915 	 0.0143312426
0.2672010688 	 0.0143312132
0.2672724843 	 0.0143311938
0.2673439380 	 0.0143311966
0.2674154299 	 0.0143312206
0.2674869600 	 0.0143313404
0.2675585284 	 0.0143314803
0.2676301352 	 0.0143317677
0.2677017802 	 0.0143322495
0.2677734636 	 0.0143331359
0.2678451855 	 0.0143347317
0.2679169458 	 0.0143381696
0.2679887445 	 0.0143470790
0.2680605817 	 0.0143870510
0.2681324574 	 0.0145797257
0.2682043717 	 0.0143598925
0.2682763246 	 0.0143416342
0.2683483161 	 0.0143357510
0.2684203463 	 0.0143330900
0.2684924151 	 0.0143316818
0.2685645226 	 0.0143308142
0.2686366689 	 0.0143302148
0.2687088540 	 0.0143297983
0.2687810778 	 0.0143294764
0.2688533405 	 0.0143292182
0.2689256421 	 0.0143289825
0.2689979825 	 0.0143287865
0.2690703619 	 0.0143286147
0.2691427802 	 0.0143284589
0.2692152376 	 0.0143282924
0.2692877339 	 0.0143281628
0.2693602694 	 0.0143280273
0.2694328439 	 0.0143278888
0.2695054575 	 0.0143277757
0.2695781103 	 0.0143276734
0.2696508022 	 0.0143275335
0.2697235334 	 0.0143274166
0.2697963038 	 0.0143273134
0.2698691135 	 0.0143271955
0.2699419625 	 0.0143270882
0.2700148508 	 0.0143269651
0.2700877785 	 0.0143268795
0.2701607456 	 0.0143267733
0.2702337522 	 0.0143266616
0.2703067982 	 0.0143265468
0.2703798837 	 0.0143264528
0.2704530088 	 0.0143263447
0.2705261734 	 0.0143262360
0.2705993776 	 0.0143261452
0.2706726215 	 0.0143260398
0.2707459050 	 0.0143259246
0.2708192282 	 0.0143258222
0.2708925911 	 0.0143257315
0.2709659938 	 0.0143256143
0.2710394362 	 0.0143255082
0.2711129185 	 0.0143254255
0.2711864407 	 0.0143253273
0.2712600027 	 0.0143251960
0.2713336047 	 0.0143250902
0.2714072466 	 0.0143250242
0.2714809285 	 0.0143249168
0.2715546504 	 0.0143247938
0.2716284123 	 0.0143246930
0.2717022144 	 0.0143246056
0.2717760565 	 0.0143244983
0.2718499388 	 0.0143243888
0.2719238613 	 0.0143243042
0.2719978240 	 0.0143241883
0.2720718270 	 0.0143241062
0.2721458702 	 0.0143240130
0.2722199537 	 0.0143238937
0.2722940776 	 0.0143237877
0.2723682419 	 0.0143236973
0.2724424465 	 0.0143235890
0.2725166916 	 0.0143234959
0.2725909772 	 0.0143233810
0.2726653033 	 0.0143232916
0.2727396700 	 0.0143231827
0.2728140772 	 0.0143231096
0.2728885250 	 0.0143229823
0.2729630135 	 0.0143228789
0.2730375427 	 0.0143228020
0.2731121125 	 0.0143226933
0.2731867231 	 0.0143225752
0.2732613745 	 0.0143225015
0.2733360667 	 0.0143223921
0.2734107997 	 0.0143223094
0.2734855736 	 0.0143221850
0.2735603885 	 0.0143220907
0.2736352442 	 0.0143219838
0.2737101410 	 0.0143219014
0.2737850787 	 0.0143218003
0.2738600575 	 0.0143216896
0.2739350774 	 0.0143215950
0.2740101384 	 0.0143215170
0.2740852405 	 0.0143214156
0.2741603838 	 0.0143365253
0.2742355684 	 0.0143725857
0.2743107941 	 0.0143211258
0.2743860612 	 0.0143210105
0.2744613696 	 0.0143208952
0.2745367193 	 0.0143207894
0.2746121104 	 0.0143206839
0.2746875429 	 0.0143206022
0.2747630169 	 0.0143204852
0.2748385324 	 0.0143203847
0.2749140894 	 0.0143202927
0.2749896879 	 0.0143202119
0.2750653280 	 0.0143200893
0.2751410098 	 0.0143199880
0.2752167332 	 0.0143198908
0.2752924983 	 0.0143197820
0.2753683051 	 0.0143197015
0.2754441537 	 0.0143195950
0.2755200441 	 0.0143194878
0.2755959763 	 0.0143193959
0.2756719504 	 0.0143192854
0.2757479664 	 0.0143191817
0.2758240243 	 0.0143190926
0.2759001242 	 0.0143189800
0.2759762660 	 0.0143188973
0.2760524500 	 0.0143187836
0.2761286760 	 0.0143186913
0.2762049441 	 0.0143186111
0.2762812543 	 0.0143184786
0.2763576067 	 0.0143183931
0.2764340014 	 0.0143182898
0.2765104383 	 0.0143181804
0.2765869174 	 0.0143180909
0.2766634389 	 0.0143179964
0.2767400028 	 0.0143179003
0.2768166090 	 0.0143178052
0.2768932577 	 0.0143176971
0.2769699488 	 0.0143175989
0.2770466824 	 0.0143174838
0.2771234585 	 0.0143174141
0.2772002772 	 0.0143172931
0.2772771385 	 0.0143172077
0.2773540424 	 0.0143170922
0.2774309890 	 0.0143169957
0.2775079784 	 0.0143168974
0.2775850104 	 0.0143167900
0.2776620852 	 0.0143166986
0.2777392029 	 0.0143166083
0.2778163634 	 0.0143165031
0.2778935668 	 0.0143164092
0.2779708131 	 0.0143162988
0.2780481023 	 0.0143162091
0.2781254346 	 0.0143161042
0.2782028099 	 0.0143160090
0.2782802282 	 0.0143158981
0.2783576896 	 0.0143158167
0.2784351942 	 0.0143157095
0.2785127420 	 0.0143155976
0.2785903329 	 0.0143155098
0.2786679671 	 0.0143154156
0.2787456446 	 0.0143153043
0.2788233654 	 0.0143152140
0.2789011296 	 0.0143151063
0.2789789371 	 0.0143150122
0.2790567881 	 0.0143149104
0.2791346825 	 0.0143148191
0.2792126204 	 0.0143147146
0.2792906019 	 0.0143146193
0.2793686269 	 0.0143145192
0.2794466955 	 0.0143144224
0.2795248078 	 0.0143143280
0.2796029638 	 0.0143142399
0.2796811635 	 0.0143141075
0.2797594069 	 0.0143140194
0.2798376941 	 0.0143139277
0.2799160252 	 0.0143138243
0.2799944001 	 0.0143137273
0.2800728189 	 0.0143136306
0.2801512817 	 0.0143135376
0.2802297884 	 0.0143134343
0.2803083392 	 0.0143133505
0.2803869340 	 0.0143132184
0.2804655729 	 0.0143131341
0.2805442559 	 0.0143130405
0.2806229830 	 0.0143129408
0.2807017544 	 0.0143128447
0.2807805700 	 0.0143127534
0.2808594299 	 0.0143126506
0.2809383340 	 0.0143125504
0.2810172826 	 0.0143124545
0.2810962755 	 0.0143123621
0.2811753128 	 0.0143122659
0.2812543946 	 0.0143121739
0.2813335209 	 0.0143120732
0.2814126917 	 0.0143119754
0.2814919071 	 0.0143118787
0.2815711671 	 0.0143117856
0.2816504718 	 0.0143116855
0.2817298211 	 0.0143115995
0.2818092152 	 0.0143115084
0.2818886540 	 0.0143114082
0.2819681376 	 0.0143113163
0.2820476661 	 0.0143112143
0.2821272394 	 0.0143111280
0.2822068576 	 0.0143110470
0.2822865208 	 0.0143109565
0.2823662290 	 0.0143108554
0.2824459822 	 0.0143107471
0.2825257805 	 0.0143106792
0.2826056238 	 0.0143106092
0.2826855124 	 0.0143104896
0.2827654461 	 0.0143104148
0.2828454250 	 0.0143103499
0.2829254491 	 0.0143102586
0.2830055186 	 0.0143101650
0.2830856334 	 0.0143100835
0.2831657936 	 0.0143100124
0.2832459991 	 0.0143099539
0.2833262502 	 0.0143098653
0.2834065467 	 0.0143098035
0.2834868887 	 0.0143097536
0.2835672763 	 0.0143096805
0.2836477095 	 0.0143096420
0.2837281884 	 0.0143095841
0.2838087129 	 0.0143095599
0.2838892832 	 0.0143095452
0.2839698992 	 0.0143095239
0.2840505610 	 0.0143095378
0.2841312686 	 0.0143095629
0.2842120222 	 0.0143096066
0.2842928216 	 0.0143097041
0.2843736670 	 0.0143098502
0.2844545584 	 0.0143100381
0.2845354958 	 0.0143103099
0.2846164793 	 0.0143107246
0.2846975089 	 0.0143112946
0.2847785846 	 0.0143121308
0.2848597066 	 0.0143133991
0.2849408748 	 0.0143153571
0.2850220892 	 0.0143185895
0.2851033500 	 0.0143243331
0.2851846571 	 0.0143358926
0.2852660106 	 0.0143651459
0.2853474105 	 0.0146068314
0.2854288569 	 0.0144284586
0.2855103498 	 0.0143491911
0.2855918892 	 0.0143297122
0.2856734752 	 0.0143209629
0.2857551079 	 0.0143162583
0.2858367872 	 0.0143134231
0.2859185132 	 0.0143115858
0.2860002860 	 0.0143103025
0.2860821056 	 0.0143093885
0.2861639720 	 0.0143086876
0.2862458852 	 0.0143081242
0.2863278454 	 0.0143076868
0.2864098525 	 0.0143073153
0.2864919066 	 0.0143069811
0.2865740077 	 0.0143067248
0.2866561559 	 0.0143064540
0.2867383513 	 0.0143062466
0.2868205937 	 0.0143060559
0.2869028834 	 0.0143058713
0.2869852203 	 0.0143057694
0.2870676044 	 0.0143121849
0.2871500359 	 0.0143137056
0.2872325147 	 0.0143053575
0.2873150409 	 0.0143144453
0.2873976146 	 0.0143051320
0.2874802357 	 0.0143149457
0.2875629044 	 0.0143048144
0.2876456206 	 0.0143157663
0.2877283844 	 0.0143044879
0.2878111959 	 0.0143162477
0.2878940550 	 0.0143042768
0.2879769618 	 0.0143041351
0.2880599165 	 0.0143168526
0.2881429189 	 0.0143039123
0.2882259692 	 0.0143037795
0.2883090673 	 0.0143174246
0.2883922134 	 0.0143036970
0.2884754075 	 0.0143034165
0.2885586495 	 0.0143033254
0.2886419397 	 0.0143180223
0.2887252779 	 0.0143032126
0.2888086643 	 0.0143029721
0.2888920988 	 0.0143028601
0.2889755816 	 0.0143028685
0.2890591126 	 0.0143188360
0.2891426919 	 0.0143025929
0.2892263196 	 0.0143024380
0.2893099957 	 0.0143023457
0.2893937202 	 0.0143022612
0.2894774931 	 0.0143241288
0.2895613146 	 0.0143037981
0.2896451846 	 0.0143019354
0.2897291033 	 0.0143018188
0.2898130706 	 0.0143017105
0.2898970865 	 0.0143016189
0.2899811512 	 0.0143015698
0.2900652647 	 0.0143293134
0.2901494270 	 0.0143016491
0.2902336381 	 0.0143012240
0.2903178981 	 0.0143010876
0.2904022071 	 0.0143009797
0.2904865650 	 0.0143008899
0.2905709720 	 0.0143007918
0.2906554280 	 0.0143007203
0.2907399331 	 0.0143012654
0.2908244874 	 0.0143338758
0.2909090909 	 0.0143004532
0.2909937436 	 0.0143002732
0.2910784456 	 0.0143001877
0.2911631970 	 0.0143000849
0.2912479977 	 0.0142999767
0.2913328478 	 0.0142998453
0.2914177473 	 0.0142997771
0.2915026964 	 0.0142997054
0.2915876950 	 0.0142997167
0.2916727432 	 0.0143386304
0.2917578410 	 0.0142998533
0.2918429885 	 0.0142993270
0.2919281857 	 0.0142991573
0.2920134326 	 0.0142990617
0.2920987294 	 0.0142989456
0.2921840760 	 0.0142988434
0.2922694725 	 0.0142987565
0.2923549189 	 0.0142986570
0.2924404153 	 0.0142985501
0.2925259617 	 0.0142984559
0.2926115582 	 0.0142983990
0.2926972047 	 0.0142983530
0.2927829015 	 0.0142995919
0.2928686484 	 0.0143424819
0.2929544456 	 0.0142981273
0.2930402930 	 0.0142978754
0.2931261908 	 0.0142977664
0.2932121390 	 0.0142976555
0.2932981376 	 0.0142975450
0.2933841866 	 0.0142974411
0.2934702861 	 0.0142973275
0.2935564362 	 0.0142972377
0.2936426369 	 0.0142971413
0.2937288882 	 0.0142970547
0.2938151903 	 0.0142969225
0.2939015430 	 0.0142968472
0.2939879465 	 0.0142967680
0.2940744008 	 0.0142966578
0.2941609060 	 0.0142965987
0.2942474621 	 0.0142966731
0.2943340692 	 0.0143453669
0.2944207272 	 0.0142971437
0.2945074363 	 0.0142962475
0.2945941965 	 0.0142960806
0.2946810078 	 0.0142959541
0.2947678703 	 0.0142958620
0.2948547840 	 0.0142957468
0.2949417490 	 0.0142956343
0.2950287653 	 0.0142955217
0.2951158330 	 0.0142954348
0.2952029520 	 0.0142953510
0.2952901225 	 0.0142952369
0.2953773446 	 0.0142951455
0.2954646181 	 0.0142950483
0.2955519433 	 0.0142949242
0.2956393200 	 0.0142948374
0.2957267485 	 0.0142947434
0.2958142287 	 0.0142946582
0.2959017606 	 0.0142945463
0.2959893444 	 0.0142944503
0.2960769800 	 0.0142943663
0.2961646676 	 0.0142942819
0.2962524070 	 0.0142942744
0.2963401985 	 0.0142951134
0.2964280421 	 0.0143496785
0.2965159377 	 0.0142941652
0.2966038855 	 0.0142938254
0.2966918855 	 0.0142936817
0.2967799377 	 0.0142935595
0.2968680422 	 0.0142934420
0.2969561990 	 0.0142933477
0.2970444081 	 0.0142932514
0.2971326697 	 0.0142931242
0.2972209838 	 0.0142930366
0.2973093504 	 0.0142929456
0.2973977695 	 0.0142928552
0.2974862413 	 0.0142927299
0.2975747657 	 0.0142926412
0.2976633428 	 0.0142925538
0.2977519726 	 0.0142924413
0.2978406552 	 0.0142923492
0.2979293907 	 0.0142922471
0.2980181791 	 0.0142921538
0.2981070204 	 0.0142920593
0.2981959147 	 0.0142919616
0.2982848620 	 0.0142918365
0.2983738625 	 0.0142917746
0.2984629160 	 0.0142916571
0.2985520227 	 0.0142915783
0.2986411826 	 0.0142914817
0.2987303958 	 0.0142913833
0.2988196623 	 0.0142913304
0.2989089822 	 0.0142912501
0.2989983555 	 0.0142912123
0.2990877823 	 0.0142913011
0.2991772625 	 0.0142919226
0.2992667963 	 0.0143704401
0.2993563838 	 0.0143004706
0.2994460248 	 0.0142913261
0.2995357196 	 0.0142907340
0.2996254682 	 0.0142904948
0.2997152705 	 0.0142903483
0.2998051267 	 0.0142902186
0.2998950367 	 0.0142901003
0.2999850008 	 0.0142900004
0.3000750187 	 0.0142898689
0.3001650908 	 0.0142897809
0.3002552169 	 0.0142896681
0.3003453972 	 0.0142895712
0.3004356317 	 0.0142894716
0.3005259204 	 0.0142893593
0.3006162633 	 0.0142892656
0.3007066607 	 0.0142891654
0.3007971124 	 0.0142890658
0.3008876185 	 0.0142889796
0.3009781791 	 0.0142888702
0.3010687942 	 0.0142887527
0.3011594639 	 0.0142886708
0.3012501883 	 0.0142885845
0.3013409673 	 0.0142884548
0.3014318011 	 0.0142883654
0.3015226896 	 0.0142882812
0.3016136329 	 0.0142881559
0.3017046312 	 0.0142880657
0.3017956843 	 0.0142879866
0.3018867924 	 0.0142878591
0.3019779556 	 0.0142877850
0.3020691738 	 0.0142876820
0.3021604472 	 0.0142875810
0.3022517757 	 0.0142874662
0.3023431595 	 0.0142873731
0.3024345985 	 0.0142872806
0.3025260929 	 0.0142871720
0.3026176426 	 0.0142871059
0.3027092478 	 0.0142869819
0.3028009084 	 0.0142868838
0.3028926246 	 0.0142867934
0.3029843963 	 0.0142867142
0.3030762237 	 0.0142866297
0.3031681067 	 0.0142865469
0.3032600455 	 0.0142864567
0.3033520400 	 0.0142864757
0.3034440904 	 0.0142867664
0.3035361967 	 0.0143581067
0.3036283589 	 0.0142939859
0.3037205771 	 0.0142863011
0.3038128513 	 0.0142859523
0.3039051816 	 0.0142857512
0.3039975680 	 0.0142856356
0.3040900106 	 0.0142855276
0.3041825095 	 0.0142854063
0.3042750647 	 0.0142853022
0.3043676761 	 0.0142852028
0.3044603440 	 0.0142851138
0.3045530684 	 0.0142850170
0.3046458492 	 0.0142849081
0.3047386866 	 0.0142848257
0.3048315805 	 0.0142847160
0.3049245312 	 0.0142845940
0.3050175385 	 0.0142845006
0.3051106026 	 0.0142844204
0.3052037235 	 0.0142842895
0.3052969012 	 0.0142842135
0.3053901359 	 0.0142841171
0.3054834275 	 0.0142840326
0.3055767762 	 0.0142839129
0.3056701819 	 0.0142838149
0.3057636447 	 0.0142837269
0.3058571647 	 0.0142836094
0.3059507419 	 0.0142835306
0.3060443764 	 0.0142834038
0.3061380683 	 0.0142833184
0.3062318175 	 0.0142832256
0.3063256241 	 0.0142831194
0.3064194883 	 0.0142830230
0.3065134100 	 0.0142829370
0.3066073892 	 0.0142828283
0.3067014262 	 0.0142827551
0.3067955208 	 0.0142826439
