# Wavelength (um) 	 Transit depth
0.3068896732 	 0.0142825231
0.3069838833 	 0.0142824306
0.3070781514 	 0.0142823423
0.3071724773 	 0.0142822424
0.3072668613 	 0.0142821520
0.3073613032 	 0.0142820511
0.3074558032 	 0.0142819462
0.3075503614 	 0.0142818525
0.3076449777 	 0.0142817512
0.3077396522 	 0.0142816418
0.3078343851 	 0.0142815516
0.3079291763 	 0.0142814686
0.3080240259 	 0.0142813562
0.3081189339 	 0.0142812615
0.3082139005 	 0.0142811559
0.3083089255 	 0.0142810639
0.3084040092 	 0.0142809736
0.3084991516 	 0.0142808539
0.3085943527 	 0.0142807743
0.3086896126 	 0.0142806798
0.3087849313 	 0.0142805754
0.3088803089 	 0.0142804951
0.3089757454 	 0.0142803842
0.3090712409 	 0.0142802884
0.3091667955 	 0.0142802230
0.3092624091 	 0.0142801047
0.3093580820 	 0.0142800472
0.3094538140 	 0.0142799313
0.3095496053 	 0.0142798581
0.3096454559 	 0.0142797872
0.3097413660 	 0.0142797452
0.3098373354 	 0.0142796943
0.3099333643 	 0.0142797567
0.3100294528 	 0.0142800227
0.3101256009 	 0.0142811557
0.3102218086 	 0.0143331114
0.3103180760 	 0.0143603240
0.3104144032 	 0.0142813454
0.3105107903 	 0.0142796308
0.3106072371 	 0.0142791298
0.3107037440 	 0.0142788557
0.3108003108 	 0.0142786724
0.3108969377 	 0.0142785201
0.3109936246 	 0.0142783959
0.3110903717 	 0.0142782901
0.3111871791 	 0.0142781569
0.3112840467 	 0.0142780620
0.3113809746 	 0.0142779558
0.3114779629 	 0.0142778537
0.3115750117 	 0.0142777562
0.3116721209 	 0.0142776451
0.3117692907 	 0.0142775310
0.3118665211 	 0.0142774490
0.3119638122 	 0.0142773276
0.3120611640 	 0.0142772509
0.3121585766 	 0.0142771475
0.3122560500 	 0.0142770503
0.3123535843 	 0.0142769418
0.3124511795 	 0.0142768455
0.3125488358 	 0.0142767673
0.3126465531 	 0.0142766452
0.3127443315 	 0.0142765528
0.3128421711 	 0.0142764616
0.3129400720 	 0.0142763768
0.3130380341 	 0.0142762610
0.3131360576 	 0.0142761738
0.3132341425 	 0.0142760715
0.3133322889 	 0.0142759590
0.3134304968 	 0.0142758819
0.3135287663 	 0.0142757553
0.3136270974 	 0.0142756851
0.3137254902 	 0.0142755905
0.3138239448 	 0.0142754839
0.3139224611 	 0.0142753961
0.3140210394 	 0.0142752995
0.3141196796 	 0.0142751958
0.3142183818 	 0.0142750926
0.3143171460 	 0.0142750052
0.3144159723 	 0.0142749171
0.3145148608 	 0.0142747944
0.3146138116 	 0.0142746990
0.3147128245 	 0.0142746097
0.3148118999 	 0.0142745291
0.3149110376 	 0.0142744118
0.3150102378 	 0.0142743196
0.3151095005 	 0.0142742236
0.3152088258 	 0.0142741279
0.3153082138 	 0.0142740350
0.3154076644 	 0.0142739336
0.3155071778 	 0.0142738636
0.3156067540 	 0.0142737574
0.3157063930 	 0.0142736825
0.3158060951 	 0.0142896589
0.3159058600 	 0.0142832797
0.3160056881 	 0.0142733990
0.3161055793 	 0.0142732780
0.3162055336 	 0.0142731678
0.3163055512 	 0.0142730751
0.3164056320 	 0.0142729658
0.3165057762 	 0.0142728812
0.3166059838 	 0.0142727866
0.3167062549 	 0.0142726969
0.3168065896 	 0.0142725868
0.3169069878 	 0.0142725020
0.3170074497 	 0.0142723954
0.3171079753 	 0.0142723065
0.3172085646 	 0.0142722083
0.3173092178 	 0.0142721062
0.3174099349 	 0.0142720282
0.3175107160 	 0.0142719217
0.3176115611 	 0.0142718368
0.3177124702 	 0.0142717276
0.3178134435 	 0.0142716506
0.3179144810 	 0.0142715460
0.3180155828 	 0.0142714533
0.3181167489 	 0.0142713635
0.3182179793 	 0.0142712666
0.3183192742 	 0.0142711640
0.3184206337 	 0.0142710578
0.3185220577 	 0.0142709780
0.3186235463 	 0.0142708767
0.3187250996 	 0.0142708093
0.3188267177 	 0.0142706983
0.3189284006 	 0.0142706130
0.3190301483 	 0.0142705171
0.3191319611 	 0.0142704286
0.3192338388 	 0.0142703266
0.3193357816 	 0.0142702460
0.3194377895 	 0.0142701468
0.3195398626 	 0.0142700567
0.3196420010 	 0.0142699615
0.3197442046 	 0.0142698784
0.3198464737 	 0.0142697704
0.3199488082 	 0.0142696933
0.3200512082 	 0.0142696081
0.3201536738 	 0.0142694998
0.3202562050 	 0.0142694345
0.3203588019 	 0.0142693380
0.3204614645 	 0.0142692585
0.3205641930 	 0.0142691816
0.3206669873 	 0.0142690869
0.3207698476 	 0.0142690416
0.3208727740 	 0.0142689606
0.3209757663 	 0.0142688992
0.3210788248 	 0.0142688689
0.3211819496 	 0.0142688325
0.3212851406 	 0.0142688570
0.3213883979 	 0.0142689933
0.3214917216 	 0.0142693345
0.3215951117 	 0.0142703781
0.3216985684 	 0.0142753445
0.3218020917 	 0.0143886799
0.3219056816 	 0.0143248268
0.3220093383 	 0.0142712227
0.3221130617 	 0.0142691355
0.3222168519 	 0.0142684469
0.3223207091 	 0.0142680586
0.3224246332 	 0.0142678266
0.3225286244 	 0.0142676726
0.3226326827 	 0.0142675488
0.3227368081 	 0.0142674497
0.3228410008 	 0.0142841980
0.3229452608 	 0.0142697223
0.3230495881 	 0.0142786926
0.3231539829 	 0.0142671264
0.3232584451 	 0.0142674786
0.3233629749 	 0.0143825941
0.3234675724 	 0.0142672141
0.3235722375 	 0.0142667309
0.3236769704 	 0.0142666169
0.3237817711 	 0.0142664916
0.3238866397 	 0.0142664184
0.3239915762 	 0.0142663510
0.3240965808 	 0.0142662492
0.3242016534 	 0.0142661753
0.3243067942 	 0.0142660931
0.3244120032 	 0.0142660361
0.3245172806 	 0.0142659429
0.3246226262 	 0.0142658955
0.3247280403 	 0.0142658225
0.3248335228 	 0.0142657502
0.3249390739 	 0.0142656970
0.3250446936 	 0.0142656317
0.3251503821 	 0.0142655839
0.3252561392 	 0.0142655331
0.3253619652 	 0.0142654824
0.3254678601 	 0.0142654378
0.3255738239 	 0.0142653668
0.3256798567 	 0.0142653415
0.3257859586 	 0.0142653059
0.3258921297 	 0.0142652673
0.3259983700 	 0.0142652332
0.3261046796 	 0.0142652075
0.3262110585 	 0.0142652028
0.3263175069 	 0.0142651831
0.3264240248 	 0.0142651826
0.3265306122 	 0.0142651853
0.3266372693 	 0.0142651881
0.3267439961 	 0.0142652087
0.3268507926 	 0.0142652348
0.3269576590 	 0.0142652692
0.3270645953 	 0.0142653258
0.3271716015 	 0.0142654144
0.3272786778 	 0.0142654830
0.3273858242 	 0.0142655918
0.3274930408 	 0.0142657159
0.3276003276 	 0.0142658639
0.3277076848 	 0.0142660405
0.3278151123 	 0.0142662555
0.3279226103 	 0.0142665076
0.3280301788 	 0.0142667909
0.3281378179 	 0.0142671293
0.3282455276 	 0.0142675390
0.3283533082 	 0.0142680239
0.3284611595 	 0.0142685691
0.3285690816 	 0.0142692358
0.3286770748 	 0.0142700283
0.3287851389 	 0.0142709620
0.3288932741 	 0.0142721061
0.3290014805 	 0.0142734727
0.3291097581 	 0.0142751615
0.3292181070 	 0.0142772161
0.3293265273 	 0.0142798025
0.3294350189 	 0.0142830752
0.3295435821 	 0.0142872874
0.3296522169 	 0.0142928275
0.3297609233 	 0.0143003329
0.3298697015 	 0.0143108715
0.3299785514 	 0.0143264818
0.3300874732 	 0.0143517297
0.3301964669 	 0.0144006292
0.3303055326 	 0.0146072819
0.3304146704 	 0.0145850725
0.3305238804 	 0.0143921184
0.3306331625 	 0.0143471966
0.3307425170 	 0.0143235242
0.3308519438 	 0.0143086371
0.3309614430 	 0.0142984543
0.3310710147 	 0.0142911029
0.3311806590 	 0.0142855856
0.3312903760 	 0.0142813500
0.3314001657 	 0.0142779854
0.3315100282 	 0.0142752985
0.3316199635 	 0.0142730888
0.3317299718 	 0.0142712581
0.3318400531 	 0.0142697103
0.3319502075 	 0.0142684071
0.3320604350 	 0.0142672877
0.3321707358 	 0.0142663100
0.3322811098 	 0.0142654699
0.3323915573 	 0.0142647144
0.3325020781 	 0.0142640474
0.3326126725 	 0.0142634562
0.3327233405 	 0.0142629309
0.3328340822 	 0.0142624334
0.3329448976 	 0.0142620000
0.3330557868 	 0.0142615849
0.3331667500 	 0.0142612095
0.3332777870 	 0.0142608799
0.3333888982 	 0.0142605452
0.3335000834 	 0.0142602477
0.3336113428 	 0.0142599696
0.3337226765 	 0.0142597050
0.3338340845 	 0.0142594495
0.3339455669 	 0.0142592132
0.3340571238 	 0.0142589885
0.3341687552 	 0.0142587604
0.3342804613 	 0.0142585745
0.3343922421 	 0.0142583703
0.3345040977 	 0.0142581831
0.3346160281 	 0.0142580066
0.3347280335 	 0.0142578627
0.3348401139 	 0.0142616164
0.3349522693 	 0.0142809223
0.3350644999 	 0.0142575964
0.3351768058 	 0.0142719094
0.3352891869 	 0.0142570665
0.3354016435 	 0.0142568750
0.3355141755 	 0.0142567207
0.3356267830 	 0.0142565706
0.3357394662 	 0.0142564347
0.3358522250 	 0.0142562972
0.3359650596 	 0.0142561565
0.3360779701 	 0.0142560315
0.3361909565 	 0.0142559057
0.3363040188 	 0.0142557454
0.3364171573 	 0.0142556353
0.3365303719 	 0.0142555088
0.3366436627 	 0.0142553939
0.3367570298 	 0.0142552615
0.3368704733 	 0.0142551466
0.3369839933 	 0.0142550335
0.3370975897 	 0.0142548959
0.3372112629 	 0.0142547819
0.3373250126 	 0.0142546746
0.3374388392 	 0.0142545479
0.3375527426 	 0.0142544304
0.3376667229 	 0.0142543254
0.3377807803 	 0.0142542104
0.3378949147 	 0.0142540992
0.3380091263 	 0.0142539845
0.3381234150 	 0.0142538956
0.3382377812 	 0.0142537580
0.3383522247 	 0.0142536578
0.3384667456 	 0.0142535587
0.3385813442 	 0.0142534486
0.3386960203 	 0.0142533377
0.3388107742 	 0.0142532390
0.3389256058 	 0.0142531185
0.3390405153 	 0.0142530186
0.3391555028 	 0.0142529283
0.3392705683 	 0.0142528104
0.3393857119 	 0.0142527036
0.3395009336 	 0.0142526083
0.3396162337 	 0.0142524985
0.3397316120 	 0.0142523957
0.3398470688 	 0.0142570175
0.3399626041 	 0.0142522278
0.3400782180 	 0.0142520919
0.3401939105 	 0.0142519973
0.3403096818 	 0.0142518887
0.3404255319 	 0.0142517892
0.3405414609 	 0.0142516959
0.3406574689 	 0.0142515818
0.3407735560 	 0.0142514857
0.3408897222 	 0.0142513849
0.3410059676 	 0.0142512910
0.3411222923 	 0.0142511834
0.3412386965 	 0.0142510917
0.3413551801 	 0.0142510027
0.3414717432 	 0.0142508966
0.3415883860 	 0.0142507957
0.3417051085 	 0.0142507078
0.3418219108 	 0.0142506206
0.3419387930 	 0.0142505135
0.3420557551 	 0.0142504291
0.3421727973 	 0.0142503396
0.3422899196 	 0.0142502494
0.3424071221 	 0.0142501513
0.3425244049 	 0.0142500594
0.3426417680 	 0.0142499720
0.3427592117 	 0.0142499091
0.3428767358 	 0.0142498172
0.3429943406 	 0.0142497329
0.3431120261 	 0.0142496711
0.3432297924 	 0.0142496131
0.3433476395 	 0.0142495458
0.3434655676 	 0.0142494868
0.3435835767 	 0.0142494682
0.3437016669 	 0.0142494610
0.3438198384 	 0.0142494936
0.3439380911 	 0.0142495796
0.3440564253 	 0.0142497636
0.3441748408 	 0.0142501321
0.3442933379 	 0.0142508798
0.3444119166 	 0.0142525750
0.3445305771 	 0.0142573461
0.3446493193 	 0.0142848601
0.3447681434 	 0.0144041546
0.3448870495 	 0.0143491736
0.3450060376 	 0.0142576395
0.3451251079 	 0.0142521475
0.3452442603 	 0.0142501864
0.3453634951 	 0.0142492154
0.3454828122 	 0.0142486296
0.3456022119 	 0.0142482550
0.3457216940 	 0.0142479737
0.3458412589 	 0.0142477465
0.3459609064 	 0.0142475462
0.3460806368 	 0.0142474014
0.3462004501 	 0.0142472543
0.3463203463 	 0.0142471022
0.3464403256 	 0.0142469746
0.3465603882 	 0.0142468560
0.3466805339 	 0.0142467529
0.3468007630 	 0.0142466307
0.3469210755 	 0.0142465198
0.3470414715 	 0.0142464158
0.3471619510 	 0.0142463095
0.3472825143 	 0.0142462004
0.3474031614 	 0.0142460975
0.3475238923 	 0.0142459897
0.3476447071 	 0.0142459054
0.3477656060 	 0.0142516515
0.3478865890 	 0.0142457086
0.3480076562 	 0.0142455977
0.3481288077 	 0.0142471350
0.3482500435 	 0.0142454036
0.3483713639 	 0.0142453147
0.3484927688 	 0.0142451945
0.3486142583 	 0.0142451171
0.3487358326 	 0.0142450093
0.3488574917 	 0.0142449250
0.3489792357 	 0.0142448205
0.3491010648 	 0.0142447347
0.3492229789 	 0.0142446166
0.3493449782 	 0.0142445479
0.3494670627 	 0.0142444291
0.3495892327 	 0.0142443480
0.3497114880 	 0.0142442517
0.3498338289 	 0.0142441595
0.3499562555 	 0.0142440533
0.3500787677 	 0.0142439738
0.3502013658 	 0.0142438627
0.3503240497 	 0.0142437847
0.3504468197 	 0.0142436824
0.3505696757 	 0.0142435895
0.3506926179 	 0.0142435052
0.3508156464 	 0.0142434064
0.3509387612 	 0.0142433090
0.3510619624 	 0.0142432167
0.3511852502 	 0.0142431025
0.3513086246 	 0.0142430302
0.3514320858 	 0.0142429424
0.3515556337 	 0.0142428493
0.3516792685 	 0.0142427410
0.3518029903 	 0.0142426524
0.3519267992 	 0.0142425634
0.3520506953 	 0.0142424751
0.3521746786 	 0.0142423754
0.3522987493 	 0.0142422635
0.3524229075 	 0.0142421934
0.3525471532 	 0.0142420944
0.3526714865 	 0.0142420108
0.3527959076 	 0.0142418874
0.3529204164 	 0.0142418050
0.3530450132 	 0.0142417222
0.3531696980 	 0.0142416210
0.3532944709 	 0.0142415338
0.3534193320 	 0.0142414346
0.3535442814 	 0.0142413534
0.3536693192 	 0.0142412532
0.3537944454 	 0.0142411550
0.3539196602 	 0.0142410634
0.3540449637 	 0.0142409798
0.3541703559 	 0.0142408982
0.3542958370 	 0.0142407976
0.3544214071 	 0.0142407039
0.3545470661 	 0.0142406087
0.3546728143 	 0.0142405089
0.3547986518 	 0.0142404254
0.3549245785 	 0.0142403185
0.3550505947 	 0.0142402390
0.3551767004 	 0.0142401478
0.3553028957 	 0.0142400531
0.3554291807 	 0.0142399640
0.3555555556 	 0.0142398756
0.3556820203 	 0.0142397735
0.3558085750 	 0.0142396737
0.3559352198 	 0.0142396040
0.3560619548 	 0.0142395053
0.3561887800 	 0.0142394058
0.3563156957 	 0.0142393073
0.3564427018 	 0.0142392270
0.3565697985 	 0.0142391453
0.3566969859 	 0.0142390442
0.3568242641 	 0.0142389501
0.3569516330 	 0.0142388701
0.3570790930 	 0.0142387811
0.3572066440 	 0.0142386724
0.3573342862 	 0.0142385752
0.3574620197 	 0.0142385007
0.3575898445 	 0.0142384139
0.3577177607 	 0.0142383214
0.3578457685 	 0.0142382288
0.3579738679 	 0.0142381328
0.3581020591 	 0.0142380561
0.3582303421 	 0.0142379639
0.3583587171 	 0.0142378768
0.3584871841 	 0.0142378263
0.3586157432 	 0.0142378602
0.3587443946 	 0.0142629474
0.3588731384 	 0.0142451027
0.3590019745 	 0.0142376022
0.3591309032 	 0.0142374917
0.3592599246 	 0.0142580638
0.3593890386 	 0.0142372744
0.3595182456 	 0.0142370731
0.3596475454 	 0.0142369594
0.3597769383 	 0.0142368638
0.3599064243 	 0.0142367607
0.3600360036 	 0.0142366761
0.3601656762 	 0.0142365847
0.3602954423 	 0.0142365065
0.3604253019 	 0.0142364064
0.3605552551 	 0.0142363173
0.3606853021 	 0.0142362085
0.3608154429 	 0.0142361191
0.3609456777 	 0.0142360551
0.3610760065 	 0.0142359530
0.3612064295 	 0.0142432154
0.3613369467 	 0.0142358074
0.3614675583 	 0.0142356744
0.3615982643 	 0.0142355799
0.3617290649 	 0.0142354985
0.3618599602 	 0.0142381853
0.3619909502 	 0.0142353135
0.3621220351 	 0.0142352134
0.3622532150 	 0.0142351388
0.3623844899 	 0.0142350446
0.3625158601 	 0.0142349540
0.3626473255 	 0.0142348536
0.3627788863 	 0.0142347725
0.3629105425 	 0.0142346776
0.3630422944 	 0.0142345948
0.3631741420 	 0.0142345120
0.3633060854 	 0.0142343988
0.3634381247 	 0.0142343151
0.3635702599 	 0.0142342351
0.3637024914 	 0.0142341397
0.3638348190 	 0.0142340501
0.3639672429 	 0.0142339506
0.3640997633 	 0.0142338733
0.3642323803 	 0.0142337863
0.3643650938 	 0.0142336960
0.3644979041 	 0.0142335998
0.3646308113 	 0.0142335130
0.3647638154 	 0.0142334277
0.3648969166 	 0.0142333268
0.3650301150 	 0.0142332433
0.3651634106 	 0.0142331444
0.3652968037 	 0.0142330626
0.3654302942 	 0.0142329805
0.3655638823 	 0.0142328819
0.3656975681 	 0.0142327968
0.3658313517 	 0.0142327069
0.3659652333 	 0.0142326099
0.3660992129 	 0.0142325240
0.3662332906 	 0.0142324410
0.3663674666 	 0.0142323492
0.3665017409 	 0.0142322637
0.3666361137 	 0.0142321647
0.3667705850 	 0.0142320836
0.3669051550 	 0.0142319944
0.3670398238 	 0.0142319068
0.3671745915 	 0.0142318053
0.3673094582 	 0.0142317265
0.3674444240 	 0.0142316379
0.3675794891 	 0.0142315385
0.3677146534 	 0.0142314620
0.3678499172 	 0.0142313730
0.3679852806 	 0.0142312849
0.3681207436 	 0.0142311906
0.3682563064 	 0.0142311094
0.3683919691 	 0.0142310098
0.3685277317 	 0.0142309238
0.3686635945 	 0.0142308363
0.3687995574 	 0.0142307583
0.3689356207 	 0.0142306523
0.3690717845 	 0.0142305667
0.3692080487 	 0.0142304728
0.3693444137 	 0.0142303974
0.3694808794 	 0.0142303078
0.3696174459 	 0.0142302173
0.3697541135 	 0.0142301286
0.3698908822 	 0.0142300390
0.3700277521 	 0.0142299479
0.3701647233 	 0.0142298723
0.3703017960 	 0.0142297794
0.3704389702 	 0.0142296958
0.3705762461 	 0.0142296008
0.3707136237 	 0.0142294942
0.3708511033 	 0.0142294283
0.3709886848 	 0.0142293485
0.3711263685 	 0.0142292394
0.3712641544 	 0.0142291569
0.3714020427 	 0.0142290681
0.3715400334 	 0.0142289814
0.3716781267 	 0.0142288985
0.3718163227 	 0.0142288035
0.3719546215 	 0.0142287257
0.3720930233 	 0.0142286336
0.3722315280 	 0.0142285420
0.3723701359 	 0.0142284481
0.3725088471 	 0.0142283728
0.3726476616 	 0.0142282766
0.3727865797 	 0.0142282066
0.3729256013 	 0.0142280925
0.3730647267 	 0.0142280168
0.3732039560 	 0.0142279214
0.3733432891 	 0.0142278498
0.3734827264 	 0.0142277517
0.3736222679 	 0.0142276616
0.3737619137 	 0.0142275923
0.3739016639 	 0.0142274860
0.3740415186 	 0.0142274044
0.3741814780 	 0.0142273151
0.3743215422 	 0.0142272304
0.3744617113 	 0.0142271442
0.3746019854 	 0.0142270679
0.3747423646 	 0.0142269621
0.3748828491 	 0.0142268931
0.3750234390 	 0.0142267993
0.3751641343 	 0.0142267015
0.3753049353 	 0.0142266193
0.3754458419 	 0.0142265314
0.3755868545 	 0.0142264438
0.3757279729 	 0.0142263610
0.3758691975 	 0.0142262846
0.3760105283 	 0.0142261807
0.3761519654 	 0.0142260972
0.3762935089 	 0.0142260034
0.3764351590 	 0.0142259412
0.3765769158 	 0.0142258328
0.3767187794 	 0.0142257513
0.3768607500 	 0.0142256575
0.3770028275 	 0.0142255794
0.3771450123 	 0.0142254939
0.3772873043 	 0.0142254037
0.3774297037 	 0.0142253214
0.3775722107 	 0.0142252364
0.3777148253 	 0.0142251429
0.3778575477 	 0.0142250620
0.3780003780 	 0.0142249722
0.3781433163 	 0.0142248865
0.3782863628 	 0.0142248033
0.3784295175 	 0.0142247205
0.3785727806 	 0.0142246286
0.3787161522 	 0.0142245462
0.3788596325 	 0.0142244697
0.3790032215 	 0.0142243692
0.3791469194 	 0.0142242826
0.3792907263 	 0.0142242008
0.3794346424 	 0.0142241210
0.3795786677 	 0.0142240381
0.3797228023 	 0.0142239391
0.3798670465 	 0.0142238616
0.3800114003 	 0.0142237706
0.3801558639 	 0.0142236790
0.3803004374 	 0.0142235942
0.3804451208 	 0.0142235154
0.3805899144 	 0.0142234361
0.3807348182 	 0.0142233480
0.3808798324 	 0.0142232463
0.3810249571 	 0.0142231647
0.3811701925 	 0.0142230897
0.3813155386 	 0.0142229987
0.3814609956 	 0.0142229082
0.3816065636 	 0.0142228341
0.3817522428 	 0.0142227284
0.3818980332 	 0.0142226584
0.3820439351 	 0.0142225818
0.3821899484 	 0.0142224775
0.3823360734 	 0.0142223955
0.3824823102 	 0.0142223273
0.3826286589 	 0.0142222340
0.3827751196 	 0.0142221387
0.3829216925 	 0.0142220543
0.3830683777 	 0.0142219679
0.3832151753 	 0.0142218959
0.3833620855 	 0.0142218024
0.3835091083 	 0.0142217249
0.3836562440 	 0.0142216348
0.3838034926 	 0.0142215522
0.3839508543 	 0.0142214632
0.3840983292 	 0.0142213844
0.3842459174 	 0.0142212851
0.3843936191 	 0.0142212166
0.3845414343 	 0.0142211186
0.3846893633 	 0.0142210360
0.3848374062 	 0.0142209483
0.3849855630 	 0.0142208769
0.3851338340 	 0.0142207808
0.3852822192 	 0.0142207059
0.3854307188 	 0.0142206145
0.3855793330 	 0.0142205368
0.3857280617 	 0.0142204561
0.3858769053 	 0.0142203725
0.3860258637 	 0.0142202910
0.3861749373 	 0.0142201896
0.3863241259 	 0.0142201137
0.3864734300 	 0.0142200292
0.3866228494 	 0.0142199568
0.3867723845 	 0.0142198663
0.3869220352 	 0.0142197775
0.3870718018 	 0.0142196993
0.3872216844 	 0.0142196148
0.3873716831 	 0.0142195281
0.3875217981 	 0.0142194532
0.3876720295 	 0.0142295374
0.3878223774 	 0.0142193654
0.3879728419 	 0.0142191860
0.3881234232 	 0.0142191093
0.3882741215 	 0.0142190317
0.3884249369 	 0.0142189460
0.3885758694 	 0.0142188646
0.3887269193 	 0.0142187785
0.3888780867 	 0.0142187162
0.3890293717 	 0.0142232033
0.3891807745 	 0.0142185259
0.3893322951 	 0.0142184445
0.3894839338 	 0.0142183558
0.3896356906 	 0.0142182868
0.3897875658 	 0.0142181912
0.3899395594 	 0.0142181077
0.3900916715 	 0.0142180262
0.3902439024 	 0.0142179460
0.3903962522 	 0.0142178656
0.3905487209 	 0.0142177757
0.3907013088 	 0.0142176953
0.3908540160 	 0.0142176100
0.3910068426 	 0.0142175313
0.3911597888 	 0.0142174497
0.3913128546 	 0.0142173677
0.3914660403 	 0.0142172863
0.3916193460 	 0.0142172038
0.3917727718 	 0.0142171220
0.3919263178 	 0.0142170468
0.3920799843 	 0.0142169630
0.3922337713 	 0.0142168682
0.3923876790 	 0.0142167970
0.3925417076 	 0.0142167099
0.3926958571 	 0.0142166282
0.3928501277 	 0.0142165591
0.3930045195 	 0.0142164658
0.3931590328 	 0.0142163838
0.3933136676 	 0.0142163077
0.3934684242 	 0.0142162251
0.3936233025 	 0.0142161381
0.3937783028 	 0.0142160561
0.3939334253 	 0.0142159768
0.3940886700 	 0.0142158963
0.3942440371 	 0.0142158141
0.3943995267 	 0.0142157391
0.3945551391 	 0.0142156510
0.3947108743 	 0.0142155749
0.3948667325 	 0.0142154968
0.3950227138 	 0.0142154130
0.3951788184 	 0.0142153323
0.3953350465 	 0.0142152632
0.3954913981 	 0.0142151743
0.3956478734 	 0.0142150990
0.3958044726 	 0.0142150089
0.3959611958 	 0.0142149347
0.3961180432 	 0.0142148620
0.3962750149 	 0.0142147796
0.3964321110 	 0.0142147028
0.3965893317 	 0.0142146258
0.3967466773 	 0.0142145481
0.3969041476 	 0.0142144796
0.3970617431 	 0.0142143837
0.3972194638 	 0.0142143093
0.3973773098 	 0.0142142353
0.3975352813 	 0.0142141596
0.3976933784 	 0.0142140868
0.3978516013 	 0.0142140074
0.3980099503 	 0.0142139338
0.3981684252 	 0.0142138613
0.3983270265 	 0.0142137810
0.3984857541 	 0.0142137126
0.3986446083 	 0.0142136378
0.3988035892 	 0.0142135613
0.3989626970 	 0.0142134959
0.3991219317 	 0.0142134237
0.3992812937 	 0.0142133536
0.3994407829 	 0.0142132932
0.3996003996 	 0.0142132190
0.3997601439 	 0.0142131562
0.3999200160 	 0.0142130913
0.4000800160 	 0.0142130304
0.4002401441 	 0.0142129749
0.4004004004 	 0.0142129143
0.4005607851 	 0.0142128679
0.4007212983 	 0.0142128078
0.4008819403 	 0.0142127608
0.4010427111 	 0.0142127260
0.4012036108 	 0.0142126858
0.4013646398 	 0.0142126543
0.4015257980 	 0.0142126376
0.4016870858 	 0.0142126268
0.4018485031 	 0.0142126294
0.4020100502 	 0.0142126447
0.4021717273 	 0.0142126805
0.4023335345 	 0.0142127430
0.4024954719 	 0.0142128457
0.4026575398 	 0.0142129797
0.4028197382 	 0.0142131841
0.4029820673 	 0.0142134698
0.4031445273 	 0.0142138879
0.4033071184 	 0.0142144750
0.4034698406 	 0.0142153480
0.4036326942 	 0.0142167032
0.4037956794 	 0.0142188940
0.4039587962 	 0.0142227419
0.4041220449 	 0.0142303409
0.4042854255 	 0.0142490062
0.4044489383 	 0.0143776678
0.4046125835 	 0.0143487755
0.4047763611 	 0.0143878204
0.4049402713 	 0.0142885013
0.4051043144 	 0.0142358541
0.4052684904 	 0.0142242549
0.4054327995 	 0.0142191503
0.4055972419 	 0.0142163635
0.4057618178 	 0.0142146367
0.4059265273 	 0.0142134763
0.4060913706 	 0.0142126542
0.4062563478 	 0.0142120430
0.4064214590 	 0.0142115724
0.4065867046 	 0.0142111762
0.4067520846 	 0.0142108698
0.4069175992 	 0.0142105920
0.4070832485 	 0.0142103627
0.4072490328 	 0.0142101661
0.4074149521 	 0.0142099741
0.4075810067 	 0.0142098110
0.4077471967 	 0.0142096639
0.4079135223 	 0.0142095130
0.4080799837 	 0.0142093821
0.4082465809 	 0.0142092563
0.4084133143 	 0.0142091371
0.4085801839 	 0.0142090240
0.4087471899 	 0.0142089102
0.4089143324 	 0.0142088040
0.4090816118 	 0.0142087004
0.4092490280 	 0.0142085953
0.4094165814 	 0.0142084959
0.4095842720 	 0.0142084034
0.4097521000 	 0.0142083081
0.4099200656 	 0.0142082159
0.4100881690 	 0.0142081235
0.4102564103 	 0.0142080338
0.4104247897 	 0.0142079386
0.4105933073 	 0.0142078510
0.4107619634 	 0.0142077644
0.4109307582 	 0.0142076749
0.4110996917 	 0.0142075878
0.4112687641 	 0.0142075064
0.4114379757 	 0.0142074178
0.4116073266 	 0.0142073355
0.4117768170 	 0.0142072516
0.4119464470 	 0.0142071754
0.4121162168 	 0.0142070857
0.4122861266 	 0.0142070034
0.4124561765 	 0.0142069209
0.4126263668 	 0.0142068419
0.4127966976 	 0.0142067573
0.4129671691 	 0.0142066724
0.4131377815 	 0.0142065932
0.4133085348 	 0.0142065186
0.4134794294 	 0.0142064345
0.4136504654 	 0.0142063473
0.4138216429 	 0.0142062726
0.4139929621 	 0.0142061917
0.4141644233 	 0.0142061118
0.4143360265 	 0.0142060343
0.4145077720 	 0.0142059507
0.4146796600 	 0.0142058759
0.4148516905 	 0.0142057992
0.4150238639 	 0.0142057219
0.4151961802 	 0.0142056359
0.4153686397 	 0.0142055582
0.4155412425 	 0.0142054836
0.4157139888 	 0.0142054098
0.4158868788 	 0.0142053256
0.4160599126 	 0.0142052458
0.4162330905 	 0.0142051711
0.4164064127 	 0.0142050951
0.4165798792 	 0.0142050191
0.4167534903 	 0.0142049459
0.4169272462 	 0.0142048561
0.4171011470 	 0.0142047828
0.4172751930 	 0.0142047089
0.4174493843 	 0.0142046289
0.4176237210 	 0.0142045572
0.4177982035 	 0.0142044797
0.4179728318 	 0.0142044033
0.4181476061 	 0.0142043305
0.4183225267 	 0.0142042500
0.4184975936 	 0.0142041791
0.4186728072 	 0.0142041034
0.4188481675 	 0.0142040356
0.4190236748 	 0.0142039665
